donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_pair_id,new_scaffold_split,orientation,class_pair,donor_canon,acceptor_canon,new_scaffold_split_721
IBUXICBSDDPYKY-UHFFFAOYSA-N,SLFOALGSOJEZHQ-UHFFFAOYSA-N,CC1=C(C=C(C=C1F)C2CC2CC=O)F,CC1=C(C(=C(C(=C1O)O)C=O)COCC2=CC=CC=C2)CC=C,CBZ3-P-642972E38BEF3CF8,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,Cc1c(F)cc(C2CC2CC=O)cc1F,C=CCc1c(C)c(O)c(O)c(C=O)c1COCc1ccccc1,mixed
SLFOALGSOJEZHQ-UHFFFAOYSA-N,IBUXICBSDDPYKY-UHFFFAOYSA-N,CC1=C(C(=C(C(=C1O)O)C=O)COCC2=CC=CC=C2)CC=C,CC1=C(C=C(C=C1F)C2CC2CC=O)F,CBZ3-P-642972E38BEF3CF8,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,C=CCc1c(C)c(O)c(O)c(C=O)c1COCc1ccccc1,Cc1c(F)cc(C2CC2CC=O)cc1F,mixed
ONLMNWHNMQJXSQ-UHFFFAOYSA-N,XJMMCKXFYHMWEV-UHFFFAOYSA-N,CC1=CC(=C2C=C(C=C(C2=N1)F)C=O)N(C)C,CCOC1(CC1C(=O)OC)CCCC=O,CBZ3-P-4184DFB043A1D1DE,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,Cc1cc(N(C)C)c2cc(C=O)cc(F)c2n1,CCOC1(CCCC=O)CC1C(=O)OC,train
XJMMCKXFYHMWEV-UHFFFAOYSA-N,ONLMNWHNMQJXSQ-UHFFFAOYSA-N,CCOC1(CC1C(=O)OC)CCCC=O,CC1=CC(=C2C=C(C=C(C2=N1)F)C=O)N(C)C,CBZ3-P-4184DFB043A1D1DE,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,CCOC1(CCCC=O)CC1C(=O)OC,Cc1cc(N(C)C)c2cc(C=O)cc(F)c2n1,train
CSJAODIVMYAFOI-UHFFFAOYSA-N,JBUOWRXDFOIKSS-SECBINFHSA-N,C1=CC=C(C(=C1)C=O)OS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],C[C@@](C=O)(C1=CC=CC=C1)F,CBZ3-P-91AD9890009F7FF9,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,O=Cc1ccccc1OS(=O)(=O)c1ccc([N+](=O)[O-])cc1,C[C@@](F)(C=O)c1ccccc1,train
JBUOWRXDFOIKSS-SECBINFHSA-N,CSJAODIVMYAFOI-UHFFFAOYSA-N,C[C@@](C=O)(C1=CC=CC=C1)F,C1=CC=C(C(=C1)C=O)OS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],CBZ3-P-91AD9890009F7FF9,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,C[C@@](F)(C=O)c1ccccc1,O=Cc1ccccc1OS(=O)(=O)c1ccc([N+](=O)[O-])cc1,train
JNOAQHZAVMFEAN-UHFFFAOYSA-N,UQMPGUWWTLEIHH-UHFFFAOYSA-N,CC(CC1=CC=C(C=C1)O)C=O,CC1=CC(=CC2=C1C(=CN2C)CC3=C(C=CC(=C3Cl)C=O)Cl)OC(F)(F)F,CBZ3-P-7AD0BA591F85C3DE,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,CC(C=O)Cc1ccc(O)cc1,Cc1cc(OC(F)(F)F)cc2c1c(Cc1c(Cl)ccc(C=O)c1Cl)cn2C,train
UQMPGUWWTLEIHH-UHFFFAOYSA-N,JNOAQHZAVMFEAN-UHFFFAOYSA-N,CC1=CC(=CC2=C1C(=CN2C)CC3=C(C=CC(=C3Cl)C=O)Cl)OC(F)(F)F,CC(CC1=CC=C(C=C1)O)C=O,CBZ3-P-7AD0BA591F85C3DE,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,Cc1cc(OC(F)(F)F)cc2c1c(Cc1c(Cl)ccc(C=O)c1Cl)cn2C,CC(C=O)Cc1ccc(O)cc1,train
AMTHEFRHDDWJHO-DRPMKMPGSA-N,GUHIHWLPYUKJMJ-UHFFFAOYSA-N,C1=CC=C(C=C1)COCOC([C@H]([C@](C(C=O)(F)F)(O)OCOCC2=CC=CC=C2)O)O,C1=CC(=C(C(=C1)Cl)F)OC2=C(C=C(C=C2)C=O)Br,CBZ3-P-920DE7C2A86ED38D,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,O=CC(F)(F)[C@@](O)(OCOCc1ccccc1)[C@H](O)C(O)OCOCc1ccccc1,O=Cc1ccc(Oc2cccc(Cl)c2F)c(Br)c1,train
GUHIHWLPYUKJMJ-UHFFFAOYSA-N,AMTHEFRHDDWJHO-DRPMKMPGSA-N,C1=CC(=C(C(=C1)Cl)F)OC2=C(C=C(C=C2)C=O)Br,C1=CC=C(C=C1)COCOC([C@H]([C@](C(C=O)(F)F)(O)OCOCC2=CC=CC=C2)O)O,CBZ3-P-920DE7C2A86ED38D,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,O=Cc1ccc(Oc2cccc(Cl)c2F)c(Br)c1,O=CC(F)(F)[C@@](O)(OCOCc1ccccc1)[C@H](O)C(O)OCOCc1ccccc1,train
DTLBBFCBBBRPRQ-UHFFFAOYSA-N,WDOKIFHFKHAGHA-UHFFFAOYSA-N,COC1=CC=C(C=C1)COC2=C(C=C(C=C2)C=O)F,CC1=CC(=CC(=C1F)C(C)CC=O)O,CBZ3-P-C4F0B5E3C44B41FE,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,COc1ccc(COc2ccc(C=O)cc2F)cc1,Cc1cc(O)cc(C(C)CC=O)c1F,train
WDOKIFHFKHAGHA-UHFFFAOYSA-N,DTLBBFCBBBRPRQ-UHFFFAOYSA-N,CC1=CC(=CC(=C1F)C(C)CC=O)O,COC1=CC=C(C=C1)COC2=C(C=C(C=C2)C=O)F,CBZ3-P-C4F0B5E3C44B41FE,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,Cc1cc(O)cc(C(C)CC=O)c1F,COc1ccc(COc2ccc(C=O)cc2F)cc1,train
DDKYZOYSTREESO-UHFFFAOYSA-N,XKCUJTXHLCBLHS-UHFFFAOYSA-N,C1=CC(=CC=C1CC=O)N(CC2=NC=CN=C2)C3=CC(=C(C=C3)OC(F)F)OC(F)F,CCCNC(=O)COC1=C(C=CC=C1F)C=O,CBZ3-P-7349D27106CA38C7,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,O=CCc1ccc(N(Cc2cnccn2)c2ccc(OC(F)F)c(OC(F)F)c2)cc1,CCCNC(=O)COc1c(F)cccc1C=O,train
XKCUJTXHLCBLHS-UHFFFAOYSA-N,DDKYZOYSTREESO-UHFFFAOYSA-N,CCCNC(=O)COC1=C(C=CC=C1F)C=O,C1=CC(=CC=C1CC=O)N(CC2=NC=CN=C2)C3=CC(=C(C=C3)OC(F)F)OC(F)F,CBZ3-P-7349D27106CA38C7,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,CCCNC(=O)COc1c(F)cccc1C=O,O=CCc1ccc(N(Cc2cnccn2)c2ccc(OC(F)F)c(OC(F)F)c2)cc1,train
CGFBXGXOQXRFOF-UHFFFAOYSA-N,CQVIOJZJBNKWNQ-UHFFFAOYSA-N,CC1=CC(=C(C=C1F)C=O)CC2CCCCN2,CC1=CC=CC=C1C(C)(C=O)O,CBZ3-P-D7858B967C1A99EC,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,Cc1cc(CC2CCCCN2)c(C=O)cc1F,Cc1ccccc1C(C)(O)C=O,train
CQVIOJZJBNKWNQ-UHFFFAOYSA-N,CGFBXGXOQXRFOF-UHFFFAOYSA-N,CC1=CC=CC=C1C(C)(C=O)O,CC1=CC(=C(C=C1F)C=O)CC2CCCCN2,CBZ3-P-D7858B967C1A99EC,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,Cc1ccccc1C(C)(O)C=O,Cc1cc(CC2CCCCN2)c(C=O)cc1F,train
HVZWAYMEZILXED-UHFFFAOYSA-N,UQFFDVFEWKGJKN-UHFFFAOYSA-N,CC(C)(C)OC(=O)N(C)C(C=O)C1=C(C=CC=C1F)OC,C1CCC2(CC1)CCC(O2)COC3=C(C=C(C=C3)F)C=O,CBZ3-P-ABA43FA29D922E74,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,COc1cccc(F)c1C(C=O)N(C)C(=O)OC(C)(C)C,O=Cc1cc(F)ccc1OCC1CCC2(CCCCC2)O1,train
UQFFDVFEWKGJKN-UHFFFAOYSA-N,HVZWAYMEZILXED-UHFFFAOYSA-N,C1CCC2(CC1)CCC(O2)COC3=C(C=C(C=C3)F)C=O,CC(C)(C)OC(=O)N(C)C(C=O)C1=C(C=CC=C1F)OC,CBZ3-P-ABA43FA29D922E74,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,O=Cc1cc(F)ccc1OCC1CCC2(CCCCC2)O1,COc1cccc(F)c1C(C=O)N(C)C(=O)OC(C)(C)C,train
BFXMJBYPWUUAFX-UHFFFAOYSA-N,LLVYULJPXHWOPC-UHFFFAOYSA-N,CC(=O)SCC#CC1=C(C=CC=C1F)C=O,CC1(C(CN(C1(C)C=O)C2=CC(=C(C=C2)C#N)C(F)(F)F)O)C,CBZ3-P-8B188EB960D2DF31,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,CC(=O)SCC#Cc1c(F)cccc1C=O,CC1(C)C(O)CN(c2ccc(C#N)c(C(F)(F)F)c2)C1(C)C=O,train
LLVYULJPXHWOPC-UHFFFAOYSA-N,BFXMJBYPWUUAFX-UHFFFAOYSA-N,CC1(C(CN(C1(C)C=O)C2=CC(=C(C=C2)C#N)C(F)(F)F)O)C,CC(=O)SCC#CC1=C(C=CC=C1F)C=O,CBZ3-P-8B188EB960D2DF31,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,CC1(C)C(O)CN(c2ccc(C#N)c(C(F)(F)F)c2)C1(C)C=O,CC(=O)SCC#Cc1c(F)cccc1C=O,train
CHHVLASFEWCQNJ-UHFFFAOYSA-N,NVNIDGYSZZAEON-UHFFFAOYSA-N,CC(C=O)C1=C(C(=C(C=C1)F)F)OC,C1=CC(=CC(=C1)OCC2=CN(N=N2)CCCOC3=CC4=C(C=C3)C=CC(=O)O4)C=O,CBZ3-P-9919252F7A14E778,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,COc1c(C(C)C=O)ccc(F)c1F,O=Cc1cccc(OCc2cn(CCCOc3ccc4ccc(=O)oc4c3)nn2)c1,mixed
NVNIDGYSZZAEON-UHFFFAOYSA-N,CHHVLASFEWCQNJ-UHFFFAOYSA-N,C1=CC(=CC(=C1)OCC2=CN(N=N2)CCCOC3=CC4=C(C=C3)C=CC(=O)O4)C=O,CC(C=O)C1=C(C(=C(C=C1)F)F)OC,CBZ3-P-9919252F7A14E778,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,O=Cc1cccc(OCc2cn(CCCOc3ccc4ccc(=O)oc4c3)nn2)c1,COc1c(C(C)C=O)ccc(F)c1F,mixed
IZWKHXYFVXDKMH-UHFFFAOYSA-N,WWDOZFDVFUZRIU-UHFFFAOYSA-N,C1=CC(=NC=C1C2=NC(=CS2)CCC=O)F,CN1C=C2C=CC(=C(C2=N1)F)C=O,CBZ3-P-057B3DEDD428A61B,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,O=CCCc1csc(-c2ccc(F)nc2)n1,Cn1cc2ccc(C=O)c(F)c2n1,mixed
WWDOZFDVFUZRIU-UHFFFAOYSA-N,IZWKHXYFVXDKMH-UHFFFAOYSA-N,CN1C=C2C=CC(=C(C2=N1)F)C=O,C1=CC(=NC=C1C2=NC(=CS2)CCC=O)F,CBZ3-P-057B3DEDD428A61B,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,Cn1cc2ccc(C=O)c(F)c2n1,O=CCCc1csc(-c2ccc(F)nc2)n1,mixed
MPKXWQACOYZNNA-UHFFFAOYSA-N,SDKBZBXXOQXGHM-UHFFFAOYSA-N,C1C2=C(C(=C(C=C2)CN)F)C(=O)N1C(CCC(=O)N)C=O,CCOC(=O)C1=C(C(=C(C=C1)C=O)F)C#N,CBZ3-P-DFE9534AA1036968,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,NCc1ccc2c(c1F)C(=O)N(C(C=O)CCC(N)=O)C2,CCOC(=O)c1ccc(C=O)c(F)c1C#N,train
SDKBZBXXOQXGHM-UHFFFAOYSA-N,MPKXWQACOYZNNA-UHFFFAOYSA-N,CCOC(=O)C1=C(C(=C(C=C1)C=O)F)C#N,C1C2=C(C(=C(C=C2)CN)F)C(=O)N1C(CCC(=O)N)C=O,CBZ3-P-DFE9534AA1036968,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,CCOC(=O)c1ccc(C=O)c(F)c1C#N,NCc1ccc2c(c1F)C(=O)N(C(C=O)CCC(N)=O)C2,train
AYDROGMLRHFANY-UHFFFAOYSA-N,NSCAOHPLASBFIH-UHFFFAOYSA-N,CC(C)COC1=CC(=C(C=C1)C2=CC=C(C=C2)C(F)F)C=O,C1=CC=C(C=C1)C(CCC2=C(C=C(C=C2)C(F)(F)F)Cl)(C=O)C#N,CBZ3-P-3BD65DB1194E1B1B,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,CC(C)COc1ccc(-c2ccc(C(F)F)cc2)c(C=O)c1,N#CC(C=O)(CCc1ccc(C(F)(F)F)cc1Cl)c1ccccc1,train
NSCAOHPLASBFIH-UHFFFAOYSA-N,AYDROGMLRHFANY-UHFFFAOYSA-N,C1=CC=C(C=C1)C(CCC2=C(C=C(C=C2)C(F)(F)F)Cl)(C=O)C#N,CC(C)COC1=CC(=C(C=C1)C2=CC=C(C=C2)C(F)F)C=O,CBZ3-P-3BD65DB1194E1B1B,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,N#CC(C=O)(CCc1ccc(C(F)(F)F)cc1Cl)c1ccccc1,CC(C)COc1ccc(-c2ccc(C(F)F)cc2)c(C=O)c1,train
DYWLDLVIIDMZQI-UHFFFAOYSA-N,QWRAZPQLUUTLAX-UHFFFAOYSA-N,CC1(CC1(CC2CC2(F)F)C=O)C,CN(C1CCC1)C2=CC(=CC(=C2)C=O)F,CBZ3-P-772487018B851E51,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,CC1(C)CC1(C=O)CC1CC1(F)F,CN(c1cc(F)cc(C=O)c1)C1CCC1,mixed
QWRAZPQLUUTLAX-UHFFFAOYSA-N,DYWLDLVIIDMZQI-UHFFFAOYSA-N,CN(C1CCC1)C2=CC(=CC(=C2)C=O)F,CC1(CC1(CC2CC2(F)F)C=O)C,CBZ3-P-772487018B851E51,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,CN(c1cc(F)cc(C=O)c1)C1CCC1,CC1(C)CC1(C=O)CC1CC1(F)F,mixed
HYFSUPXWXXXESM-QRIDDKLISA-N,RFBHXHGFBNPQJU-UHFFFAOYSA-N,C1CN(C[C@@H](C1C=O)O)C2=C(C=C(C=C2F)Cl)F,CC1=C2C(=CC3=C1C=CC(=C3)OC)C=CC(=C2C=O)O,CBZ3-P-161A2A61517E6ED8,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,O=CC1CCN(c2c(F)cc(Cl)cc2F)C[C@@H]1O,COc1ccc2c(C)c3c(C=O)c(O)ccc3cc2c1,train
RFBHXHGFBNPQJU-UHFFFAOYSA-N,HYFSUPXWXXXESM-QRIDDKLISA-N,CC1=C2C(=CC3=C1C=CC(=C3)OC)C=CC(=C2C=O)O,C1CN(C[C@@H](C1C=O)O)C2=C(C=C(C=C2F)Cl)F,CBZ3-P-161A2A61517E6ED8,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,COc1ccc2c(C)c3c(C=O)c(O)ccc3cc2c1,O=CC1CCN(c2c(F)cc(Cl)cc2F)C[C@@H]1O,train
KXKAAVVCAIQAFX-UHFFFAOYSA-N,VGLGGJSNUAVGOQ-UHFFFAOYSA-N,CC(C)(C)OC(=O)N(C)C(C)(C=O)C1=CC(=C(C=C1)F)C(F)(F)F,C1=CC=C(C=C1)COC2=CC(=C(C(=C2)F)C3=CC=CC=C3C=O)F,CBZ3-P-EAF6F256ACBA1E3E,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,CN(C(=O)OC(C)(C)C)C(C)(C=O)c1ccc(F)c(C(F)(F)F)c1,O=Cc1ccccc1-c1c(F)cc(OCc2ccccc2)cc1F,mixed
VGLGGJSNUAVGOQ-UHFFFAOYSA-N,KXKAAVVCAIQAFX-UHFFFAOYSA-N,C1=CC=C(C=C1)COC2=CC(=C(C(=C2)F)C3=CC=CC=C3C=O)F,CC(C)(C)OC(=O)N(C)C(C)(C=O)C1=CC(=C(C=C1)F)C(F)(F)F,CBZ3-P-EAF6F256ACBA1E3E,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,O=Cc1ccccc1-c1c(F)cc(OCc2ccccc2)cc1F,CN(C(=O)OC(C)(C)C)C(C)(C=O)c1ccc(F)c(C(F)(F)F)c1,mixed
QYANNNAENAUKBY-UHFFFAOYSA-N,XYAKVCNQEGHORO-UHFFFAOYSA-N,CC(C)(C)C(CC=O)C1=CC=CC=C1,C1=C(C=C(C=C1F)F)COC2=CC(=CC(=C2)C=O)Cl,CBZ3-P-6144430513AA82E3,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,CC(C)(C)C(CC=O)c1ccccc1,O=Cc1cc(Cl)cc(OCc2cc(F)cc(F)c2)c1,train
XYAKVCNQEGHORO-UHFFFAOYSA-N,QYANNNAENAUKBY-UHFFFAOYSA-N,C1=C(C=C(C=C1F)F)COC2=CC(=CC(=C2)C=O)Cl,CC(C)(C)C(CC=O)C1=CC=CC=C1,CBZ3-P-6144430513AA82E3,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,O=Cc1cc(Cl)cc(OCc2cc(F)cc(F)c2)c1,CC(C)(C)C(CC=O)c1ccccc1,train
NLTQXZLQELIUOK-UHFFFAOYSA-N,YFQKUGQCGUKWHB-UHFFFAOYSA-N,CC1=C(C(=NC=N1)C2=C(C=C(C(=C2)C=O)Cl)F)Cl,C1=C(C=NC2=C1NC(=O)C(=C2)CC=O)F,CBZ3-P-77C528A2136D7DA2,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,Cc1ncnc(-c2cc(C=O)c(Cl)cc2F)c1Cl,O=CCc1cc2ncc(F)cc2[nH]c1=O,train
YFQKUGQCGUKWHB-UHFFFAOYSA-N,NLTQXZLQELIUOK-UHFFFAOYSA-N,C1=C(C=NC2=C1NC(=O)C(=C2)CC=O)F,CC1=C(C(=NC=N1)C2=C(C=C(C(=C2)C=O)Cl)F)Cl,CBZ3-P-77C528A2136D7DA2,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,O=CCc1cc2ncc(F)cc2[nH]c1=O,Cc1ncnc(-c2cc(C=O)c(Cl)cc2F)c1Cl,train
GBUZYEHXSOPCSR-JTQLQIEISA-N,TZHJKQNKMGVHJE-UHFFFAOYSA-N,C1=CC(=C(C=C1O)F)C[C@@](CO)(C=O)N,CN1C(=C(C=N1)C(=O)O)COC2=C(C=C(C=C2)C=O)F,CBZ3-P-0386E3371BF8E3D2,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,N[C@@](C=O)(CO)Cc1ccc(O)cc1F,Cn1ncc(C(=O)O)c1COc1ccc(C=O)cc1F,train
TZHJKQNKMGVHJE-UHFFFAOYSA-N,GBUZYEHXSOPCSR-JTQLQIEISA-N,CN1C(=C(C=N1)C(=O)O)COC2=C(C=C(C=C2)C=O)F,C1=CC(=C(C=C1O)F)C[C@@](CO)(C=O)N,CBZ3-P-0386E3371BF8E3D2,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,Cn1ncc(C(=O)O)c1COc1ccc(C=O)cc1F,N[C@@](C=O)(CO)Cc1ccc(O)cc1F,train
FOOHMDOIUFSJQT-FZMZJTMJSA-N,LLQFEHSSXKHYPB-UHFFFAOYSA-N,CCCC[C@@H](C=O)[C@@H]1CC(=O)N(C1=O)C2=CC=C(C=C2)Br,CC(=O)C1=C(C(=C(C=C1)F)Br)C=O,CBZ3-P-353898F45A67EA0D,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,CCCC[C@@H](C=O)[C@@H]1CC(=O)N(c2ccc(Br)cc2)C1=O,CC(=O)c1ccc(F)c(Br)c1C=O,train
LLQFEHSSXKHYPB-UHFFFAOYSA-N,FOOHMDOIUFSJQT-FZMZJTMJSA-N,CC(=O)C1=C(C(=C(C=C1)F)Br)C=O,CCCC[C@@H](C=O)[C@@H]1CC(=O)N(C1=O)C2=CC=C(C=C2)Br,CBZ3-P-353898F45A67EA0D,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,CC(=O)c1ccc(F)c(Br)c1C=O,CCCC[C@@H](C=O)[C@@H]1CC(=O)N(c2ccc(Br)cc2)C1=O,train
NCJHJRNJSKHUBQ-UHFFFAOYSA-N,TZADWHULLUYKEV-UHFFFAOYSA-N,CC(C)(C1=CC(=C(C=C1)F)Cl)C(=O)NCC(C2CCC(CC2)C=O)N,C1=CSC(=C1)C2=C(C=C(C=C2)C=O)C(F)(F)F,CBZ3-P-E30C45E8A3080FDA,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,CC(C)(C(=O)NCC(N)C1CCC(C=O)CC1)c1ccc(F)c(Cl)c1,O=Cc1ccc(-c2cccs2)c(C(F)(F)F)c1,train
TZADWHULLUYKEV-UHFFFAOYSA-N,NCJHJRNJSKHUBQ-UHFFFAOYSA-N,C1=CSC(=C1)C2=C(C=C(C=C2)C=O)C(F)(F)F,CC(C)(C1=CC(=C(C=C1)F)Cl)C(=O)NCC(C2CCC(CC2)C=O)N,CBZ3-P-E30C45E8A3080FDA,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,O=Cc1ccc(-c2cccs2)c(C(F)(F)F)c1,CC(C)(C(=O)NCC(N)C1CCC(C=O)CC1)c1ccc(F)c(Cl)c1,train
JPZSEBRUFPTXHZ-UHFFFAOYSA-N,ZSULSXALZXYFJO-UHFFFAOYSA-N,CC(=CC=C)C1=C(C=CC(=C1)C=O)NC2=CC(=CC=C2)F,C1=CC2=C(C=C1F)N(C(=O)C=N2)CC=O,CBZ3-P-6930B3933802E941,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,C=CC=C(C)c1cc(C=O)ccc1Nc1cccc(F)c1,O=CCn1c(=O)cnc2ccc(F)cc21,train
ZSULSXALZXYFJO-UHFFFAOYSA-N,JPZSEBRUFPTXHZ-UHFFFAOYSA-N,C1=CC2=C(C=C1F)N(C(=O)C=N2)CC=O,CC(=CC=C)C1=C(C=CC(=C1)C=O)NC2=CC(=CC=C2)F,CBZ3-P-6930B3933802E941,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,O=CCn1c(=O)cnc2ccc(F)cc21,C=CC=C(C)c1cc(C=O)ccc1Nc1cccc(F)c1,train
TWKQJLVRJNYZKQ-UHFFFAOYSA-N,VHMFVIJTXSQOGW-UHFFFAOYSA-N,CC1(C(C(=O)C2=CC(=C(C=C21)Cl)OC)CC=O)C,CC(=O)NC1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3S2)C=O,CBZ3-P-120AE63122B383CF,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,COc1cc2c(cc1Cl)C(C)(C)C(CC=O)C2=O,CC(=O)Nc1ccc(OCc2nc3ccccc3s2)cc1C=O,validation
VHMFVIJTXSQOGW-UHFFFAOYSA-N,TWKQJLVRJNYZKQ-UHFFFAOYSA-N,CC(=O)NC1=C(C=C(C=C1)OCC2=NC3=CC=CC=C3S2)C=O,CC1(C(C(=O)C2=CC(=C(C=C21)Cl)OC)CC=O)C,CBZ3-P-120AE63122B383CF,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,CC(=O)Nc1ccc(OCc2nc3ccccc3s2)cc1C=O,COc1cc2c(cc1Cl)C(C)(C)C(CC=O)C2=O,validation
IIUFUMVMWORTBG-UHFFFAOYSA-N,VOBWVRSTTZYEMB-UHFFFAOYSA-N,CC(CC=O)(CC1=C(C(=CC=C1)F)Br)O,CC1=CC(=CC(=C1OS(=O)(=O)C(F)(F)F)C=O)OC,CBZ3-P-91F3FA17D4F04E7F,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,CC(O)(CC=O)Cc1cccc(F)c1Br,COc1cc(C)c(OS(=O)(=O)C(F)(F)F)c(C=O)c1,train
VOBWVRSTTZYEMB-UHFFFAOYSA-N,IIUFUMVMWORTBG-UHFFFAOYSA-N,CC1=CC(=CC(=C1OS(=O)(=O)C(F)(F)F)C=O)OC,CC(CC=O)(CC1=C(C(=CC=C1)F)Br)O,CBZ3-P-91F3FA17D4F04E7F,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,COc1cc(C)c(OS(=O)(=O)C(F)(F)F)c(C=O)c1,CC(O)(CC=O)Cc1cccc(F)c1Br,train
BJXXNYFWTLZIOZ-UHFFFAOYSA-N,WHXLHJXHWQZBCM-UHFFFAOYSA-N,CC1=C(C=CC(=C1)OC2=CC(=C(C=C2)F)C#N)OC(C)(C)C=O,CC1=CC(=CC(=C1C(=O)Cl)C=O)C(F)(F)F,CBZ3-P-71B2326D0A2A283F,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,Cc1cc(Oc2ccc(F)c(C#N)c2)ccc1OC(C)(C)C=O,Cc1cc(C(F)(F)F)cc(C=O)c1C(=O)Cl,train
WHXLHJXHWQZBCM-UHFFFAOYSA-N,BJXXNYFWTLZIOZ-UHFFFAOYSA-N,CC1=CC(=CC(=C1C(=O)Cl)C=O)C(F)(F)F,CC1=C(C=CC(=C1)OC2=CC(=C(C=C2)F)C#N)OC(C)(C)C=O,CBZ3-P-71B2326D0A2A283F,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,Cc1cc(C(F)(F)F)cc(C=O)c1C(=O)Cl,Cc1cc(Oc2ccc(F)c(C#N)c2)ccc1OC(C)(C)C=O,train
FBAWJZFXVWIWBS-RPEQPCMISA-N,NXEQLHABMRECSD-UHFFFAOYSA-N,C[C@]12C[C@@H](C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CCl)O)C5=CC=C(C=C5)C=O,C1C(=CC(=CC1(C=O)F)C(=O)O)F,CBZ3-P-DCAD9B45B760A7DB,train,A_donor_B_acceptor,aliphatic__aromatic_carbo,C[C@]12C[C@H](c3ccc(C=O)cc3)C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CCl,O=CC1(F)C=C(C(=O)O)C=C(F)C1,train
NXEQLHABMRECSD-UHFFFAOYSA-N,FBAWJZFXVWIWBS-RPEQPCMISA-N,C1C(=CC(=CC1(C=O)F)C(=O)O)F,C[C@]12C[C@@H](C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CCl)O)C5=CC=C(C=C5)C=O,CBZ3-P-DCAD9B45B760A7DB,train,B_donor_A_acceptor,aliphatic__aromatic_carbo,O=CC1(F)C=C(C(=O)O)C=C(F)C1,C[C@]12C[C@H](c3ccc(C=O)cc3)C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CCl,train
