donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_pair_id,new_scaffold_split,orientation,class_pair
INQONDNRACMENO-VOTSOKGWSA-N,CEQGTYXUAAXNME-UHFFFAOYSA-N,C1=CC=C(C=C1)/C=C/C(=O)N(CC=O)F,CCOC(CC(C=O)C(C)C1=CC(=CC(=C1)F)F)OC,CBZ3-P-964718599B53035D,train,B_donor_A_acceptor,aliphatic__aliphatic
VSDAQYUAQWKVBR-SFHVURJKSA-N,XVOBRVYBCPPREW-UHFFFAOYSA-N,CCCC[C@@](CC)(CC=O)C1=CN(C2=C1C=CC(=C2)Br)C,CC1=CCOC(C1)C=O,CBZ3-P-10A11E8B404A5E32,train,A_donor_B_acceptor,aliphatic__aliphatic
XVOBRVYBCPPREW-UHFFFAOYSA-N,VSDAQYUAQWKVBR-SFHVURJKSA-N,CC1=CCOC(C1)C=O,CCCC[C@@](CC)(CC=O)C1=CN(C2=C1C=CC(=C2)Br)C,CBZ3-P-10A11E8B404A5E32,train,B_donor_A_acceptor,aliphatic__aliphatic
BQZSWNXLVDZOGF-UHFFFAOYSA-N,QDKUDDUSPOLXPV-UHFFFAOYSA-N,C1=CC2=CC(=C(C=C2N=C1)F)CN3C4=C(C=CC(=N4)CC=O)N=N3,C1=CN=CC(=C1C(F)(F)F)C(C=O)O,CBZ3-P-A4458B17C5586DD3,train,A_donor_B_acceptor,aliphatic__aliphatic
QDKUDDUSPOLXPV-UHFFFAOYSA-N,BQZSWNXLVDZOGF-UHFFFAOYSA-N,C1=CN=CC(=C1C(F)(F)F)C(C=O)O,C1=CC2=CC(=C(C=C2N=C1)F)CN3C4=C(C=CC(=N4)CC=O)N=N3,CBZ3-P-A4458B17C5586DD3,train,B_donor_A_acceptor,aliphatic__aliphatic
PIUAUYYLLNOTIU-UHFFFAOYSA-N,UEGDTPYASJDZGS-UHFFFAOYSA-N,C1=CC=C(C=C1)C2C(C2(F)F)C=O,COC(=O)C1=CC=C(C=C1)CCCCC=O,CBZ3-P-AB4B7145A29A247F,train,A_donor_B_acceptor,aliphatic__aliphatic
UEGDTPYASJDZGS-UHFFFAOYSA-N,PIUAUYYLLNOTIU-UHFFFAOYSA-N,COC(=O)C1=CC=C(C=C1)CCCCC=O,C1=CC=C(C=C1)C2C(C2(F)F)C=O,CBZ3-P-AB4B7145A29A247F,train,B_donor_A_acceptor,aliphatic__aliphatic
MCURODGYBSOPOD-GOSISDBHSA-N,RERKKZQXSRSOCO-UHFFFAOYSA-N,C1C=C[C@](C2=C1C=C(C=C2)C3=CC(=CC(=C3)F)F)(C=O)NC(=O)O,COC1=C(C=C(C=C1)CNCC=O)F,CBZ3-P-28E8B1039371510C,train,A_donor_B_acceptor,aliphatic__aliphatic
RERKKZQXSRSOCO-UHFFFAOYSA-N,MCURODGYBSOPOD-GOSISDBHSA-N,COC1=C(C=C(C=C1)CNCC=O)F,C1C=C[C@](C2=C1C=C(C=C2)C3=CC(=CC(=C3)F)F)(C=O)NC(=O)O,CBZ3-P-28E8B1039371510C,train,B_donor_A_acceptor,aliphatic__aliphatic
AGDISGGRDPEQOG-HSZRJFAPSA-N,CLZKTPMNAJZLEV-UHFFFAOYSA-N,B1(OC(C(O1)(C)C)(C)C)C(=C)[C@H](C(C)(C)C=O)[Si](C)(C2=CC=CC=C2)C3=CC=CC=C3,CC(C)(C)OC(=O)NC1=CC(=C(C=C1)F)C2(CC2)C=O,CBZ3-P-1B8CA968DB42FFF1,train,A_donor_B_acceptor,aliphatic__aliphatic
CLZKTPMNAJZLEV-UHFFFAOYSA-N,AGDISGGRDPEQOG-HSZRJFAPSA-N,CC(C)(C)OC(=O)NC1=CC(=C(C=C1)F)C2(CC2)C=O,B1(OC(C(O1)(C)C)(C)C)C(=C)[C@H](C(C)(C)C=O)[Si](C)(C2=CC=CC=C2)C3=CC=CC=C3,CBZ3-P-1B8CA968DB42FFF1,train,B_donor_A_acceptor,aliphatic__aliphatic
KNIFYKUKIMXLIZ-CQDKDKBSSA-N,MPCOONOONHJUOZ-SECBINFHSA-N,C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C=O)NC(=O)C2=CC(=CC=C2)C(F)(F)F,C1=CC(=CC(=C1)F)C[C@H](C=O)NN,CBZ3-P-9375891EE73C4E6C,train,A_donor_B_acceptor,aliphatic__aliphatic
MPCOONOONHJUOZ-SECBINFHSA-N,KNIFYKUKIMXLIZ-CQDKDKBSSA-N,C1=CC(=CC(=C1)F)C[C@H](C=O)NN,C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C=O)NC(=O)C2=CC(=CC=C2)C(F)(F)F,CBZ3-P-9375891EE73C4E6C,train,B_donor_A_acceptor,aliphatic__aliphatic
QDNDYMWZRYMXIC-GOTSBHOMSA-N,RIUHJKALPFBIMT-QILUUWNDSA-N,CCN(CC)CCNC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C=O,COC\1C=CC(/C=C(\C=C1)/F)CCC=O,CBZ3-P-D606E1A19214BE45,train,A_donor_B_acceptor,aliphatic__aliphatic
RIUHJKALPFBIMT-QILUUWNDSA-N,QDNDYMWZRYMXIC-GOTSBHOMSA-N,COC\1C=CC(/C=C(\C=C1)/F)CCC=O,CCN(CC)CCNC(=O)C1=CC=C(C=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C=O,CBZ3-P-D606E1A19214BE45,train,B_donor_A_acceptor,aliphatic__aliphatic
JXVYASQEVQIEEF-UHFFFAOYSA-N,QCBDNIMCBLYKCT-UHFFFAOYSA-N,C1=C(C=C(C(=C1F)C(=O)O)F)CCC=O,CC1=CC(=C(C(=C1OC)O)F)CCC=O,CBZ3-P-DD95E5B9D12988A8,train,A_donor_B_acceptor,aliphatic__aliphatic
QCBDNIMCBLYKCT-UHFFFAOYSA-N,JXVYASQEVQIEEF-UHFFFAOYSA-N,CC1=CC(=C(C(=C1OC)O)F)CCC=O,C1=C(C=C(C(=C1F)C(=O)O)F)CCC=O,CBZ3-P-DD95E5B9D12988A8,train,B_donor_A_acceptor,aliphatic__aliphatic
NVSQSGATGDSDHI-SPEDKVCISA-N,OMIGCBIHLBYZQZ-UHFFFAOYSA-N,C1CNC(=O)[C@@H]1C[C@@H](C=O)NC(=O)[C@H](CC2=CC=CC=C2F)NC(=O)C3=CC4=CC=CC=C4N3,CC(CC=O)NC1=C(C=CC(=C1)F)CN,CBZ3-P-AD326E5AB01F5FE1,train,A_donor_B_acceptor,aliphatic__aliphatic
OMIGCBIHLBYZQZ-UHFFFAOYSA-N,NVSQSGATGDSDHI-SPEDKVCISA-N,CC(CC=O)NC1=C(C=CC(=C1)F)CN,C1CNC(=O)[C@@H]1C[C@@H](C=O)NC(=O)[C@H](CC2=CC=CC=C2F)NC(=O)C3=CC4=CC=CC=C4N3,CBZ3-P-AD326E5AB01F5FE1,train,B_donor_A_acceptor,aliphatic__aliphatic
DCOZLRHTURZMSR-CMPLNLGQSA-N,WNYRTYBATGKIEZ-UHFFFAOYSA-N,CC[C@@H](C=O)[C@@H](C[N+](=O)[O-])C1=CC=CC=C1,CC(C)C1=CC=C(C=C1)CC(C=O)C(C)C,CBZ3-P-EF1B395FCA01D69B,train,A_donor_B_acceptor,aliphatic__aliphatic
WNYRTYBATGKIEZ-UHFFFAOYSA-N,DCOZLRHTURZMSR-CMPLNLGQSA-N,CC(C)C1=CC=C(C=C1)CC(C=O)C(C)C,CC[C@@H](C=O)[C@@H](C[N+](=O)[O-])C1=CC=CC=C1,CBZ3-P-EF1B395FCA01D69B,train,B_donor_A_acceptor,aliphatic__aliphatic
HLYSPAKRZAPVQC-WSTRIDTPSA-N,WMQXAJXMEQTHFE-UHFFFAOYSA-N,CC(C)C[C@@H](C(=O)NC(CC(F)F)C=O)NC(=O)[C@H](C(C)C)NC(=O)OCC1=CC=CC=C1,CC(C)(C=O)C1=C(N=CC=C1)F,CBZ3-P-30CB3EE9FF1A3F5F,train,A_donor_B_acceptor,aliphatic__aliphatic
WMQXAJXMEQTHFE-UHFFFAOYSA-N,HLYSPAKRZAPVQC-WSTRIDTPSA-N,CC(C)(C=O)C1=C(N=CC=C1)F,CC(C)C[C@@H](C(=O)NC(CC(F)F)C=O)NC(=O)[C@H](C(C)C)NC(=O)OCC1=CC=CC=C1,CBZ3-P-30CB3EE9FF1A3F5F,train,B_donor_A_acceptor,aliphatic__aliphatic
FPVQITAPZRSVAJ-DTWKUNHWSA-N,GPDJHNGDYDVUHR-UHFFFAOYSA-N,COC(=O)C[C@H]1CCC[C@H](O1)CC=O,C1C(C=CC=N1)(C=O)N,CBZ3-P-98889D5EF3105E4B,train,A_donor_B_acceptor,aliphatic__aliphatic
GPDJHNGDYDVUHR-UHFFFAOYSA-N,FPVQITAPZRSVAJ-DTWKUNHWSA-N,C1C(C=CC=N1)(C=O)N,COC(=O)C[C@H]1CCC[C@H](O1)CC=O,CBZ3-P-98889D5EF3105E4B,train,B_donor_A_acceptor,aliphatic__aliphatic
ILFUARLGURAIBZ-UHFFFAOYSA-N,NLGQJZRGRVJTPM-DNVJHFABSA-N,CC1(C2C1C(CC2)(C)C=O)C,CC1(O[C@@H]([C@@H](O1)[C@@H](C=O)O[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C(C)(C)C)C=C)C,CBZ3-P-863662BC3250552C,train,A_donor_B_acceptor,aliphatic__aliphatic
NLGQJZRGRVJTPM-DNVJHFABSA-N,ILFUARLGURAIBZ-UHFFFAOYSA-N,CC1(O[C@@H]([C@@H](O1)[C@@H](C=O)O[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C(C)(C)C)C=C)C,CC1(C2C1C(CC2)(C)C=O)C,CBZ3-P-863662BC3250552C,train,B_donor_A_acceptor,aliphatic__aliphatic
GLQAYRCOBFBQNU-HOTGVXAUSA-N,JRQLPRFIDGVAJC-XJFOESAGSA-N,CCC1(OC[C@H](O1)[C@H](C=O)OCC2=CC=C(C=C2)OC)CC,CC1(O[C@@H]2[C@H]([C@H](O[C@@H]2O1)C=O)OCC3=CC=CC=C3Cl)C,CBZ3-P-926D6497F22C49A8,train,A_donor_B_acceptor,aliphatic__aliphatic
JRQLPRFIDGVAJC-XJFOESAGSA-N,GLQAYRCOBFBQNU-HOTGVXAUSA-N,CC1(O[C@@H]2[C@H]([C@H](O[C@@H]2O1)C=O)OCC3=CC=CC=C3Cl)C,CCC1(OC[C@H](O1)[C@H](C=O)OCC2=CC=C(C=C2)OC)CC,CBZ3-P-926D6497F22C49A8,train,B_donor_A_acceptor,aliphatic__aliphatic
BCNLRZBBIUMENX-UHFFFAOYSA-N,NJCXENFMTGUAOI-UHFFFAOYSA-N,C1=CC(=CN=C1)C(CCC=O)C(=O)O,CCS(=O)(=O)C1=CC=C(C=C1)C(C=O)(F)F,CBZ3-P-CD73ADF1747E861E,train,A_donor_B_acceptor,aliphatic__aliphatic
NJCXENFMTGUAOI-UHFFFAOYSA-N,BCNLRZBBIUMENX-UHFFFAOYSA-N,CCS(=O)(=O)C1=CC=C(C=C1)C(C=O)(F)F,C1=CC(=CN=C1)C(CCC=O)C(=O)O,CBZ3-P-CD73ADF1747E861E,train,B_donor_A_acceptor,aliphatic__aliphatic
HCSDAMGBOVWGEO-UHFFFAOYSA-N,OJVWNCHDBGMLES-BLVKFPJESA-N,C1=CC=C(C=C1)C(=O)CC=O,CC1=CC(=CC(=N1)N2[C@H]3[C@H](CC2=O)CN(C4=C(C=C(C=C4F)F)N(C3=O)C)CC=O)C(F)(F)F,CBZ3-P-102062C2B48335FD,train,A_donor_B_acceptor,aliphatic__aliphatic
OJVWNCHDBGMLES-BLVKFPJESA-N,HCSDAMGBOVWGEO-UHFFFAOYSA-N,CC1=CC(=CC(=N1)N2[C@H]3[C@H](CC2=O)CN(C4=C(C=C(C=C4F)F)N(C3=O)C)CC=O)C(F)(F)F,C1=CC=C(C=C1)C(=O)CC=O,CBZ3-P-102062C2B48335FD,train,B_donor_A_acceptor,aliphatic__aliphatic
JSBLOSQDKVXDGR-UHFFFAOYSA-N,MCZHBMYPVWHZJG-UHFFFAOYSA-N,CC1(C2=CC=CC=C2CC(N1CF)C=O)C,C1=CC=C(C=C1)[Se]CCC=O,CBZ3-P-0DC86C574D770F6E,train,A_donor_B_acceptor,aliphatic__aliphatic
MCZHBMYPVWHZJG-UHFFFAOYSA-N,JSBLOSQDKVXDGR-UHFFFAOYSA-N,C1=CC=C(C=C1)[Se]CCC=O,CC1(C2=CC=CC=C2CC(N1CF)C=O)C,CBZ3-P-0DC86C574D770F6E,train,B_donor_A_acceptor,aliphatic__aliphatic
CPUIFACUTSDQQG-UHFFFAOYSA-N,RUZWACDGJCHUEF-UHFFFAOYSA-N,CC1(CC1(C=O)C(F)(F)F)C2(CC2)C(F)(F)F,CC(CC=O)(C1=C(C(=CC=C1)F)F)O,CBZ3-P-6B5688D732CE63BD,train,A_donor_B_acceptor,aliphatic__aliphatic
RUZWACDGJCHUEF-UHFFFAOYSA-N,CPUIFACUTSDQQG-UHFFFAOYSA-N,CC(CC=O)(C1=C(C(=CC=C1)F)F)O,CC1(CC1(C=O)C(F)(F)F)C2(CC2)C(F)(F)F,CBZ3-P-6B5688D732CE63BD,train,B_donor_A_acceptor,aliphatic__aliphatic
HSZWOALXXRDWBT-UHFFFAOYSA-N,MUJODANAAGJEFR-UHFFFAOYSA-N,C1=C(C(=CC(=C1SCC=O)Cl)F)N2C(=O)C=C(N(C2=O)C(=O)N)C(F)(F)F,CC1=C2C(=CC=C1)C(OC(=N2)C3=CC(=NN3C4=C(C=CC=N4)Cl)C(F)(F)F)C=O,CBZ3-P-2DCB7E8EEBE0538E,train,A_donor_B_acceptor,aliphatic__aliphatic
MUJODANAAGJEFR-UHFFFAOYSA-N,HSZWOALXXRDWBT-UHFFFAOYSA-N,CC1=C2C(=CC=C1)C(OC(=N2)C3=CC(=NN3C4=C(C=CC=N4)Cl)C(F)(F)F)C=O,C1=C(C(=CC(=C1SCC=O)Cl)F)N2C(=O)C=C(N(C2=O)C(=O)N)C(F)(F)F,CBZ3-P-2DCB7E8EEBE0538E,train,B_donor_A_acceptor,aliphatic__aliphatic
BXLHEANPYUKKTK-WDSKDSINSA-N,VAPSVPSJYMJLDU-UHFFFAOYSA-N,C(CC(=O)N)[C@@H](C=O)NC(=O)[C@H](CS)N,CC(CC=O)C1=C(C=CC(=C1O)OC)C(F)(F)F,CBZ3-P-59CD101463DE2009,train,A_donor_B_acceptor,aliphatic__aliphatic
VAPSVPSJYMJLDU-UHFFFAOYSA-N,BXLHEANPYUKKTK-WDSKDSINSA-N,CC(CC=O)C1=C(C=CC(=C1O)OC)C(F)(F)F,C(CC(=O)N)[C@@H](C=O)NC(=O)[C@H](CS)N,CBZ3-P-59CD101463DE2009,train,B_donor_A_acceptor,aliphatic__aliphatic
FKVHOCWTSGEVFM-UHFFFAOYSA-N,VIZHRHMYTSEZLJ-UHFFFAOYSA-N,C1C2=C(C=CC(=C2)C(C(F)(F)F)(C(F)(F)F)F)NC(N1N=CC3=CN=CC=C3)C=O,CC(C=C1CCCCC1)C=O,CBZ3-P-4F98E47118535E11,train,A_donor_B_acceptor,aliphatic__aliphatic
VIZHRHMYTSEZLJ-UHFFFAOYSA-N,FKVHOCWTSGEVFM-UHFFFAOYSA-N,CC(C=C1CCCCC1)C=O,C1C2=C(C=CC(=C2)C(C(F)(F)F)(C(F)(F)F)F)NC(N1N=CC3=CN=CC=C3)C=O,CBZ3-P-4F98E47118535E11,train,B_donor_A_acceptor,aliphatic__aliphatic
BMSJRGSZRORGKH-GUTXKFCHSA-N,PZTNUYCFRKYZPC-UHFFFAOYSA-N,C[C@@]1(C[C@H](C[C@H]1C=C)C=O)C2=CC=CC=C2,CC(C)C(C=O)(C(=O)C)C(C(F)(F)F)(F)F,CBZ3-P-DCB25AD637806B08,train,A_donor_B_acceptor,aliphatic__aliphatic
PZTNUYCFRKYZPC-UHFFFAOYSA-N,BMSJRGSZRORGKH-GUTXKFCHSA-N,CC(C)C(C=O)(C(=O)C)C(C(F)(F)F)(F)F,C[C@@]1(C[C@H](C[C@H]1C=C)C=O)C2=CC=CC=C2,CBZ3-P-DCB25AD637806B08,train,B_donor_A_acceptor,aliphatic__aliphatic
FSIAVOIJHGLUES-UHFFFAOYSA-N,REYNTLDDTRBBEQ-UHFFFAOYSA-N,CC(C(C=O)C1CCCCC1)F,CC(CC=O)C1=CC=CC=C1OC(F)F,CBZ3-P-AA23886F6A02AB11,train,A_donor_B_acceptor,aliphatic__aliphatic
REYNTLDDTRBBEQ-UHFFFAOYSA-N,FSIAVOIJHGLUES-UHFFFAOYSA-N,CC(CC=O)C1=CC=CC=C1OC(F)F,CC(C(C=O)C1CCCCC1)F,CBZ3-P-AA23886F6A02AB11,train,B_donor_A_acceptor,aliphatic__aliphatic
VWNPATHMLXGAPO-UHFFFAOYSA-N,XPAJWLWVJCOCHP-UHFFFAOYSA-N,C1=C(C=C(C(=C1O)O)O)C(=O)C(C(C=O)O)O,C1CC(CCC1C=O)N2C=C3C=C(C(=CC3=N2)O)NC(=O)C4=NC(=CC=C4)C(F)(F)F,CBZ3-P-FE3E3B1F55AAF005,train,A_donor_B_acceptor,aliphatic__aliphatic
XPAJWLWVJCOCHP-UHFFFAOYSA-N,VWNPATHMLXGAPO-UHFFFAOYSA-N,C1CC(CCC1C=O)N2C=C3C=C(C(=CC3=N2)O)NC(=O)C4=NC(=CC=C4)C(F)(F)F,C1=C(C=C(C(=C1O)O)O)C(=O)C(C(C=O)O)O,CBZ3-P-FE3E3B1F55AAF005,train,B_donor_A_acceptor,aliphatic__aliphatic
RNEZWVIDQYDJOP-UHFFFAOYSA-N,UZEHKTGYZJSJSQ-UHFFFAOYSA-N,CC(C)(C)OC(=O)N(C)C(C)(C=O)C1=C(C(=CC(=C1)F)F)OC,CC(C)(C)[Si](C)(C)OC(C)(C)C1=CC(=NC(=C1F)C2=CC=C(C=C2)F)C3(CCCCO3)C=O,CBZ3-P-5A9ABE54DF2012DC,train,A_donor_B_acceptor,aliphatic__aliphatic
UZEHKTGYZJSJSQ-UHFFFAOYSA-N,RNEZWVIDQYDJOP-UHFFFAOYSA-N,CC(C)(C)[Si](C)(C)OC(C)(C)C1=CC(=NC(=C1F)C2=CC=C(C=C2)F)C3(CCCCO3)C=O,CC(C)(C)OC(=O)N(C)C(C)(C=O)C1=C(C(=CC(=C1)F)F)OC,CBZ3-P-5A9ABE54DF2012DC,train,B_donor_A_acceptor,aliphatic__aliphatic
BBUJOPCZJGPUGB-UHFFFAOYSA-N,YSERVYAFXWDGIK-UHFFFAOYSA-N,C1=CC(=C(C=C1CC#N)CCC=O)OC(F)F,CC(C)(C)OC(=O)N(C)C(C)(C=O)C1=C(C=C(C=C1)F)F,CBZ3-P-34FDA1A01DF15D93,train,A_donor_B_acceptor,aliphatic__aliphatic
YSERVYAFXWDGIK-UHFFFAOYSA-N,BBUJOPCZJGPUGB-UHFFFAOYSA-N,CC(C)(C)OC(=O)N(C)C(C)(C=O)C1=C(C=C(C=C1)F)F,C1=CC(=C(C=C1CC#N)CCC=O)OC(F)F,CBZ3-P-34FDA1A01DF15D93,train,B_donor_A_acceptor,aliphatic__aliphatic
PRJBCNQRHBLCGB-UHFFFAOYSA-N,XPZHYBHENUVJLE-SSDOTTSWSA-N,C1=C(C=C(C(=C1Cl)OCC=O)Cl)Cl,C1=CC(=C(C=C1[N+](=O)[O-])[C@@H](C=O)Br)OC(F)F,CBZ3-P-7CB4BAE44DA9F59A,train,A_donor_B_acceptor,aliphatic__aliphatic
XPZHYBHENUVJLE-SSDOTTSWSA-N,PRJBCNQRHBLCGB-UHFFFAOYSA-N,C1=CC(=C(C=C1[N+](=O)[O-])[C@@H](C=O)Br)OC(F)F,C1=C(C=C(C(=C1Cl)OCC=O)Cl)Cl,CBZ3-P-7CB4BAE44DA9F59A,train,B_donor_A_acceptor,aliphatic__aliphatic
GCTNYNNHVIHDNB-LBPRGKRZSA-N,PDVCBHIMHPJAMV-UHFFFAOYSA-N,CNC1=C(C=C2C(=C1)C(=O)N(C2=O)[C@@H](CCC=O)C(=O)NC)F,CC(CC=O)OC1=CC=CC=C1,CBZ3-P-2602CFEE022E9275,train,A_donor_B_acceptor,aliphatic__aliphatic
PDVCBHIMHPJAMV-UHFFFAOYSA-N,GCTNYNNHVIHDNB-LBPRGKRZSA-N,CC(CC=O)OC1=CC=CC=C1,CNC1=C(C=C2C(=C1)C(=O)N(C2=O)[C@@H](CCC=O)C(=O)NC)F,CBZ3-P-2602CFEE022E9275,train,B_donor_A_acceptor,aliphatic__aliphatic
UDXWYMJCYDRWFS-XQQFMLRXSA-N,ZCBFQXJDJWIYNF-UHFFFAOYSA-N,CCS(=O)(=O)[C@@H]1[C@@H]([C@@]1(C=O)C#N)C2=CC(=CC=C2)F,CC1=CC(=NN1CC(C=O)N2CCN(CC2)C3=CC=CC(=C3)N)C(F)(F)F,CBZ3-P-A5D2C76C89762733,train,A_donor_B_acceptor,aliphatic__aliphatic
ZCBFQXJDJWIYNF-UHFFFAOYSA-N,UDXWYMJCYDRWFS-XQQFMLRXSA-N,CC1=CC(=NN1CC(C=O)N2CCN(CC2)C3=CC=CC(=C3)N)C(F)(F)F,CCS(=O)(=O)[C@@H]1[C@@H]([C@@]1(C=O)C#N)C2=CC(=CC=C2)F,CBZ3-P-A5D2C76C89762733,train,B_donor_A_acceptor,aliphatic__aliphatic
CIRMKCOQUHZNRU-UHFFFAOYSA-N,RAULDWRFNXIAHA-PWUSVURUSA-N,CC1=C(C=CC(=C1)F)C(C)(C=O)O,C[C@@H]([C@H](CC1=CC=C(C=C1)F)[C@@H](CCC2=CC=CC=C2)OCC=O)OCC3=CC=C(C=C3)OC,CBZ3-P-BB03E5049AE6C801,train,A_donor_B_acceptor,aliphatic__aliphatic
RAULDWRFNXIAHA-PWUSVURUSA-N,CIRMKCOQUHZNRU-UHFFFAOYSA-N,C[C@@H]([C@H](CC1=CC=C(C=C1)F)[C@@H](CCC2=CC=CC=C2)OCC=O)OCC3=CC=C(C=C3)OC,CC1=C(C=CC(=C1)F)C(C)(C=O)O,CBZ3-P-BB03E5049AE6C801,train,B_donor_A_acceptor,aliphatic__aliphatic
UMVGOWJRELGYOW-UHFFFAOYSA-N,WZJYFWGTMSBNBN-UHFFFAOYSA-N,C1=CC=C(C=C1)C(CC=O)C(=O)C2=CC=CC=C2,C1=CC(=CC=C1C2=CN(C=N2)CCC=O)[N+](=O)[O-],CBZ3-P-0584271B49F04456,train,A_donor_B_acceptor,aliphatic__aliphatic
WZJYFWGTMSBNBN-UHFFFAOYSA-N,UMVGOWJRELGYOW-UHFFFAOYSA-N,C1=CC(=CC=C1C2=CN(C=N2)CCC=O)[N+](=O)[O-],C1=CC=C(C=C1)C(CC=O)C(=O)C2=CC=CC=C2,CBZ3-P-0584271B49F04456,train,B_donor_A_acceptor,aliphatic__aliphatic
GDJOTCMERVATLY-UHFFFAOYSA-N,YPHPVRLHWKVWMV-UHFFFAOYSA-N,CC1=NC=C(C(=C1CC=O)N2CCC(CC2)(C)C)C3=C(C(=CC=C3)OC)F,CC1=CC(=C(C(=C1CCC=O)O)OC)F,CBZ3-P-63A580A3FD7AFCD5,train,A_donor_B_acceptor,aliphatic__aliphatic
YPHPVRLHWKVWMV-UHFFFAOYSA-N,GDJOTCMERVATLY-UHFFFAOYSA-N,CC1=CC(=C(C(=C1CCC=O)O)OC)F,CC1=NC=C(C(=C1CC=O)N2CCC(CC2)(C)C)C3=C(C(=CC=C3)OC)F,CBZ3-P-63A580A3FD7AFCD5,train,B_donor_A_acceptor,aliphatic__aliphatic
ONVYBFGAIQHDSF-UHFFFAOYSA-N,QJRFFDJJOPORQP-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)NC(CCC=O)C(=O)O,CC1=CC(=CN=C1C2=CN(N=C2C(F)F)C3CC(C3)C=O)F,CBZ3-P-6ECE2DD5E783D37D,train,A_donor_B_acceptor,aliphatic__aliphatic
QJRFFDJJOPORQP-UHFFFAOYSA-N,ONVYBFGAIQHDSF-UHFFFAOYSA-N,CC1=CC(=CN=C1C2=CN(N=C2C(F)F)C3CC(C3)C=O)F,C1=CC=C(C=C1)C(=O)NC(CCC=O)C(=O)O,CBZ3-P-6ECE2DD5E783D37D,train,B_donor_A_acceptor,aliphatic__aliphatic
RNZJRDIKDNXKIJ-UOWFLXDJSA-N,SBVYUGNUYBUKPS-UHFFFAOYSA-N,C([C@H]([C@@H]([C@@H](C=O)N)O)O)O,CC(=N)C(C=O)C(=O)NC1=NN(C2=C1C=CC=C2C(F)(F)F)CC3=CC=C(C=C3)C(F)(F)F,CBZ3-P-DA73857869FF4623,train,A_donor_B_acceptor,aliphatic__aliphatic
SBVYUGNUYBUKPS-UHFFFAOYSA-N,RNZJRDIKDNXKIJ-UOWFLXDJSA-N,CC(=N)C(C=O)C(=O)NC1=NN(C2=C1C=CC=C2C(F)(F)F)CC3=CC=C(C=C3)C(F)(F)F,C([C@H]([C@@H]([C@@H](C=O)N)O)O)O,CBZ3-P-DA73857869FF4623,train,B_donor_A_acceptor,aliphatic__aliphatic
GQEGMDWVLLDNQC-UHFFFAOYSA-N,IYLPAKIOWVMHGL-UHFFFAOYSA-N,COC1(CCC(CC1)C=O)OC,C1CN(NC1C=O)C(=O)C2=CC(=CC=C2)F,CBZ3-P-C4A48FA551E462F3,train,A_donor_B_acceptor,aliphatic__aliphatic
IYLPAKIOWVMHGL-UHFFFAOYSA-N,GQEGMDWVLLDNQC-UHFFFAOYSA-N,C1CN(NC1C=O)C(=O)C2=CC(=CC=C2)F,COC1(CCC(CC1)C=O)OC,CBZ3-P-C4A48FA551E462F3,train,B_donor_A_acceptor,aliphatic__aliphatic
DDNPZMCJAICPTR-UHFFFAOYSA-N,ZSBASALPTUHVDR-UHFFFAOYSA-N,C1=CC(=CC=C1C2=CN(C(=C2)C(=O)CCC=O)CC3=C(C=CC(=C3)Br)N)F,CC1=C(C(=CC=C1)C(C)C=O)F,CBZ3-P-F0402FF82B6B016A,train,A_donor_B_acceptor,aliphatic__aliphatic
ZSBASALPTUHVDR-UHFFFAOYSA-N,DDNPZMCJAICPTR-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C(C)C=O)F,C1=CC(=CC=C1C2=CN(C(=C2)C(=O)CCC=O)CC3=C(C=CC(=C3)Br)N)F,CBZ3-P-F0402FF82B6B016A,train,B_donor_A_acceptor,aliphatic__aliphatic
JFKMZMDJBGRFFI-UHFFFAOYSA-N,YGYZVTFJQYYJDL-UHFFFAOYSA-N,CCOC1=C(C=CC(=C1)C(C)C=O)F,CC(C)(C)OC(=O)C1CCC(S1)CC=O,CBZ3-P-1539B3FA4170DE3A,train,A_donor_B_acceptor,aliphatic__aliphatic
YGYZVTFJQYYJDL-UHFFFAOYSA-N,JFKMZMDJBGRFFI-UHFFFAOYSA-N,CC(C)(C)OC(=O)C1CCC(S1)CC=O,CCOC1=C(C=CC(=C1)C(C)C=O)F,CBZ3-P-1539B3FA4170DE3A,train,B_donor_A_acceptor,aliphatic__aliphatic
MLXDJXQXAQNKGA-UHFFFAOYSA-N,SSXUJFUFAUVSCJ-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CC(CCC1F)C=O,CC(C)OCC1CC(C(=O)O1)CC(C)C=O,CBZ3-P-599750A96E3E594F,train,A_donor_B_acceptor,aliphatic__aliphatic
