donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_pair_id,new_scaffold_split,orientation,class_pair,stratum
ZFXDGAPKBVPLJX-UHFFFAOYSA-N,CZQADTYOGAIMJJ-UHFFFAOYSA-N,C1=CSC(=C1)CC(C=O)Cl,CC1=CC2=C(C=C1C)N=C3C(=N2)C4=C(N3C(C=O)NCCN(C)C)C=CC(=C4)F,CBZ3-P-CF8B6CD59933CBE6,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
CWHROBCSQCBXHU-UHFFFAOYSA-N,VXLQZYSSDWKGDI-UHFFFAOYSA-N,CC1=CC(=CC(=C1)CC(C)(CC(C=O)(C(F)(F)F)OCOC)C2=C(C=CC(=C2)F)OC)C,CC(C=O)C(C1=CC(=CC=C1)F)C2=CC(=CC=C2)F,CBZ3-P-9D9F3D6EB7AAA315,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
VXLQZYSSDWKGDI-UHFFFAOYSA-N,CWHROBCSQCBXHU-UHFFFAOYSA-N,CC(C=O)C(C1=CC(=CC=C1)F)C2=CC(=CC=C2)F,CC1=CC(=CC(=C1)CC(C)(CC(C=O)(C(F)(F)F)OCOC)C2=C(C=CC(=C2)F)OC)C,CBZ3-P-9D9F3D6EB7AAA315,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
UBGOLDNGWZBWIG-VZCIEFFHSA-N,XGOZNESPLCYMNG-UHFFFAOYSA-N,C[C@H](C1C(OC(CN1)(CCCO)C2=CC=C(C=C2)F)C=O)C3=CC=C(C=C3)Br,C1=CC2=C(C=C1F)C(=O)NC(=N2)CCCC=O,CBZ3-P-F0EC74983E5EED83,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
XGOZNESPLCYMNG-UHFFFAOYSA-N,UBGOLDNGWZBWIG-VZCIEFFHSA-N,C1=CC2=C(C=C1F)C(=O)NC(=N2)CCCC=O,C[C@H](C1C(OC(CN1)(CCCO)C2=CC=C(C=C2)F)C=O)C3=CC=C(C=C3)Br,CBZ3-P-F0EC74983E5EED83,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
FAUKFUCLAFPXRX-UHFFFAOYSA-N,JIGNUDOCXKEJQX-UHFFFAOYSA-N,CC(CC=O)C1=CC(=C(C(=C1)OC)OC)C(F)(F)F,CC(C)C1=CC(=CC(=C1)F)C(=O)N(C)CC(=O)CC=O,CBZ3-P-F509BF357EA28758,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
JIGNUDOCXKEJQX-UHFFFAOYSA-N,FAUKFUCLAFPXRX-UHFFFAOYSA-N,CC(C)C1=CC(=CC(=C1)F)C(=O)N(C)CC(=O)CC=O,CC(CC=O)C1=CC(=C(C(=C1)OC)OC)C(F)(F)F,CBZ3-P-F509BF357EA28758,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
CPKYUNURYXQAAY-UHFFFAOYSA-N,DPDAEVURRNXTDS-UHFFFAOYSA-N,CCOC1=C(C(=C(C=C1)C2CCC(CC2)CC=O)F)F,CC(C)(CCS(=O)(=O)F)C=O,CBZ3-P-849F0B0ED9901AAA,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
DPDAEVURRNXTDS-UHFFFAOYSA-N,CPKYUNURYXQAAY-UHFFFAOYSA-N,CC(C)(CCS(=O)(=O)F)C=O,CCOC1=C(C(=C(C=C1)C2CCC(CC2)CC=O)F)F,CBZ3-P-849F0B0ED9901AAA,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
HKMGTBOLJQLMES-JLAZNSOCSA-N,LTFCVJJUKASYQL-UHFFFAOYSA-N,C(=O)[C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O,C1=CC=C(C=C1)C2=CN(C(C(=C2)C3=C(N=CC=C3)F)C=O)C4=CN=CC=C4,CBZ3-P-2FB43AA223666666,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
LTFCVJJUKASYQL-UHFFFAOYSA-N,HKMGTBOLJQLMES-JLAZNSOCSA-N,C1=CC=C(C=C1)C2=CN(C(C(=C2)C3=C(N=CC=C3)F)C=O)C4=CN=CC=C4,C(=O)[C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O,CBZ3-P-2FB43AA223666666,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
ILHSJNRZPOEZSN-UHFFFAOYSA-N,VDYOZDQWMNKGPC-WQVCFCJDSA-N,CC(C)(C)OC(=O)COC1=CC=CC(=C1F)C(CCCC=O)C(=O)NC,C1=CC=C(C=C1)[C@@H]2[C@H]([C@@H]2C3=NC4=C(O3)C=C(C=C4)[N+](=O)[O-])C=O,CBZ3-P-9615A9FEE7F53DAF,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
VDYOZDQWMNKGPC-WQVCFCJDSA-N,ILHSJNRZPOEZSN-UHFFFAOYSA-N,C1=CC=C(C=C1)[C@@H]2[C@H]([C@@H]2C3=NC4=C(O3)C=C(C=C4)[N+](=O)[O-])C=O,CC(C)(C)OC(=O)COC1=CC=CC(=C1F)C(CCCC=O)C(=O)NC,CBZ3-P-9615A9FEE7F53DAF,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
CVKGLYYVUDOFGP-HTQZYQBOSA-N,OFQZIMPPYSKIOD-GZMMTYOYSA-N,C1CC[C@H]([C@H](C1)CC=O)F,C[C@H]1N(C[C@@H](O1)C=O)C2=CC(=C(C=C2)C#N)C(F)(F)F,CBZ3-P-4637EF22D4B8030D,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
OFQZIMPPYSKIOD-GZMMTYOYSA-N,CVKGLYYVUDOFGP-HTQZYQBOSA-N,C[C@H]1N(C[C@@H](O1)C=O)C2=CC(=C(C=C2)C#N)C(F)(F)F,C1CC[C@H]([C@H](C1)CC=O)F,CBZ3-P-4637EF22D4B8030D,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
GTVMCPBNXHIMIG-CLJLJLNGSA-N,SEULKCHLTFVXIZ-UHFFFAOYSA-N,CC[C@H]([C@@H](CC=O)C(C)(C)C)OC(=O)C1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CC(C=O)(SC1=CC=C(C=C1)OC)SC2=CC=C(C=C2)OC,CBZ3-P-1E218B9DBABF1A80,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
SEULKCHLTFVXIZ-UHFFFAOYSA-N,GTVMCPBNXHIMIG-CLJLJLNGSA-N,CC(C=O)(SC1=CC=C(C=C1)OC)SC2=CC=C(C=C2)OC,CC[C@H]([C@@H](CC=O)C(C)(C)C)OC(=O)C1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CBZ3-P-1E218B9DBABF1A80,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
AHTNOOJUZSMOPJ-UHFFFAOYSA-N,YYQDPBGTAPXKDG-UHFFFAOYSA-N,CC1=CC(=CC(=C1CCC=O)C)C(C)(C)C,C1=CC(=CC=C1C(C=O)F)I,CBZ3-P-4E1F31BD61CD3DF8,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
YYQDPBGTAPXKDG-UHFFFAOYSA-N,AHTNOOJUZSMOPJ-UHFFFAOYSA-N,C1=CC(=CC=C1C(C=O)F)I,CC1=CC(=CC(=C1CCC=O)C)C(C)(C)C,CBZ3-P-4E1F31BD61CD3DF8,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
HGEFPZBYSFYZRK-UHFFFAOYSA-N,SCFMTTLFRKRJBU-UHFFFAOYSA-N,CC1CC(NN=C1C2=C(C(=C(C=C2)OCOC)C=C)F)C=O,CCNC(CC=O)(C1C2CCCC2N(C3=CC=CC=C13)C(=O)C4=CC(=C(C=C4)F)F)C(=O)O,CBZ3-P-0464D70842F83D0C,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
SCFMTTLFRKRJBU-UHFFFAOYSA-N,HGEFPZBYSFYZRK-UHFFFAOYSA-N,CCNC(CC=O)(C1C2CCCC2N(C3=CC=CC=C13)C(=O)C4=CC(=C(C=C4)F)F)C(=O)O,CC1CC(NN=C1C2=C(C(=C(C=C2)OCOC)C=C)F)C=O,CBZ3-P-0464D70842F83D0C,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
HBTQGVTXKFGJKO-UHFFFAOYSA-N,OXGJKCALURPRCN-UHFFFAOYSA-N,CC(CC=O)C1=C(C=C(C=C1)SC)F,COCCC=O,CBZ3-P-ED80E4A092D1EF11,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
OXGJKCALURPRCN-UHFFFAOYSA-N,HBTQGVTXKFGJKO-UHFFFAOYSA-N,COCCC=O,CC(CC=O)C1=C(C=C(C=C1)SC)F,CBZ3-P-ED80E4A092D1EF11,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
HAQBTHOWICRRNT-JQWIXIFHSA-N,PBIVWGUWFOESFB-UHFFFAOYSA-N,C=CC[C@@H](C=O)[C@H](C1=CC=C(C=C1)[N+](=O)[O-])O,CC1=C(C=C2CCN(CC2(C1)C=O)SC(=NC)C=C(C)N)NC3=CC=C(C=C3)F,CBZ3-P-5B4E50568385BDB2,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
PBIVWGUWFOESFB-UHFFFAOYSA-N,HAQBTHOWICRRNT-JQWIXIFHSA-N,CC1=C(C=C2CCN(CC2(C1)C=O)SC(=NC)C=C(C)N)NC3=CC=C(C=C3)F,C=CC[C@@H](C=O)[C@H](C1=CC=C(C=C1)[N+](=O)[O-])O,CBZ3-P-5B4E50568385BDB2,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
IDXZSMBCIZPQTE-UHFFFAOYSA-N,XCDAMLBMTKWDIT-UHFFFAOYSA-N,CCCCOC1=C(C(=C(C=C1)C(=O)OC2=CC=C(C=C2)C3CCC(CO3)C=O)F)C(F)F,C1C(=O)N(CC(O1)(CC=O)C2=CC(=C(C=C2)F)F)C3=CC=CC=C3,CBZ3-P-6351B019817E5831,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
XCDAMLBMTKWDIT-UHFFFAOYSA-N,IDXZSMBCIZPQTE-UHFFFAOYSA-N,C1C(=O)N(CC(O1)(CC=O)C2=CC(=C(C=C2)F)F)C3=CC=CC=C3,CCCCOC1=C(C(=C(C=C1)C(=O)OC2=CC=C(C=C2)C3CCC(CO3)C=O)F)C(F)F,CBZ3-P-6351B019817E5831,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
CXJQGZZKLNMRBZ-UHFFFAOYSA-N,IXXMWGMLHJEUKL-UHFFFAOYSA-N,CCC(C=O)C1=CC(=C(C=C1)F)OC,C1CN(CCC1C=O)C2=CC=CC(=N2)C(F)(F)F,CBZ3-P-B4D816EE4B792645,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
IXXMWGMLHJEUKL-UHFFFAOYSA-N,CXJQGZZKLNMRBZ-UHFFFAOYSA-N,C1CN(CCC1C=O)C2=CC=CC(=N2)C(F)(F)F,CCC(C=O)C1=CC(=C(C=C1)F)OC,CBZ3-P-B4D816EE4B792645,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
OIYBGDGTVSIQFH-UHFFFAOYSA-N,QXIBPTCSGACWDO-UHFFFAOYSA-N,CCS(=O)(=O)C1C(C1C2=CC(=CC=C2)F)C=O,CC(CC=O)C1=C(C=C(C=C1)Br)C(F)(F)F,CBZ3-P-006AA68003E98386,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
QXIBPTCSGACWDO-UHFFFAOYSA-N,OIYBGDGTVSIQFH-UHFFFAOYSA-N,CC(CC=O)C1=C(C=C(C=C1)Br)C(F)(F)F,CCS(=O)(=O)C1C(C1C2=CC(=CC=C2)F)C=O,CBZ3-P-006AA68003E98386,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
JMCNNOHFKGRGPR-UHFFFAOYSA-N,ZNRKBHQQSMMISB-FSDCKFOESA-N,CC(C)COC1=CC=CC=C1N(CCC=O)C(=O)C2=CC3=C(CCCC3)C=C2,CC/C=C\C[C@@H]([C@@H](C=O)O[Si](C)(C)C(C)(C)C)OCC1=CC=C(C=C1)OC,CBZ3-P-39799E865A8170F5,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
ZNRKBHQQSMMISB-FSDCKFOESA-N,JMCNNOHFKGRGPR-UHFFFAOYSA-N,CC/C=C\C[C@@H]([C@@H](C=O)O[Si](C)(C)C(C)(C)C)OCC1=CC=C(C=C1)OC,CC(C)COC1=CC=CC=C1N(CCC=O)C(=O)C2=CC3=C(CCCC3)C=C2,CBZ3-P-39799E865A8170F5,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
LAEBBTBUJBINRO-UHFFFAOYSA-N,UTZHWRBLIXAHPE-UHFFFAOYSA-N,CC1=NC2=C(N1C(C)C)C=C(C=C2F)C3=NC(=NC=C3F)NC4=NC=C(C=C4)CNCC=O,CC(CC=O)C1=C(C(=CC(=C1)F)C(F)F)OC,CBZ3-P-8F31E4E7E6A9D44A,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
UTZHWRBLIXAHPE-UHFFFAOYSA-N,LAEBBTBUJBINRO-UHFFFAOYSA-N,CC(CC=O)C1=C(C(=CC(=C1)F)C(F)F)OC,CC1=NC2=C(N1C(C)C)C=C(C=C2F)C3=NC(=NC=C3F)NC4=NC=C(C=C4)CNCC=O,CBZ3-P-8F31E4E7E6A9D44A,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
YSPUBAMYRGNEOI-JBZHPUCOSA-N,YYLHVRQBDNCPRG-PMACEKPBSA-N,CCC(C)(C=O)[C@@H]1CC(=O)N(C1=O)C2=CC=C(C=C2)OC,CCCC[C@@H](C=O)[C@@H](CC1=CC=CC=C1)C2=CC=CC=C2,CBZ3-P-6108333C59E9F53A,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
YYLHVRQBDNCPRG-PMACEKPBSA-N,YSPUBAMYRGNEOI-JBZHPUCOSA-N,CCCC[C@@H](C=O)[C@@H](CC1=CC=CC=C1)C2=CC=CC=C2,CCC(C)(C=O)[C@@H]1CC(=O)N(C1=O)C2=CC=C(C=C2)OC,CBZ3-P-6108333C59E9F53A,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
CBZPSEFCCIYBQA-UHFFFAOYSA-N,CLVICWIWAJWJKD-GFCCVEGCSA-N,COC1=CC(C(C=C1OC)(F)F)C=O,C1=CC(=C(C(=C1)Br)[C@@H](CC=O)NC2=CC(=C(C=C2[N+](=O)[O-])F)Cl)F,CBZ3-P-33012E8439B1BB1A,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
CLVICWIWAJWJKD-GFCCVEGCSA-N,CBZPSEFCCIYBQA-UHFFFAOYSA-N,C1=CC(=C(C(=C1)Br)[C@@H](CC=O)NC2=CC(=C(C=C2[N+](=O)[O-])F)Cl)F,COC1=CC(C(C=C1OC)(F)F)C=O,CBZ3-P-33012E8439B1BB1A,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
AOVSULZRHILJIN-SSDOTTSWSA-N,VDVHKAZITCWPKD-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CC(C[C@@H]1C=O)(F)F,C1C(C1(C=O)F)C2=CC(=C(C=C2)Br)Br,CBZ3-P-95CD0D269FD77F9A,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
VDVHKAZITCWPKD-UHFFFAOYSA-N,AOVSULZRHILJIN-SSDOTTSWSA-N,C1C(C1(C=O)F)C2=CC(=C(C=C2)Br)Br,CC(C)(C)OC(=O)N1CC(C[C@@H]1C=O)(F)F,CBZ3-P-95CD0D269FD77F9A,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
JGLFJALOZUHXHP-UHFFFAOYSA-N,XDONYKQHYQCNSU-LKGZUJRASA-N,C1=C(C=C(C(=C1F)CC=O)F)[N+](=O)[O-],CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)CNC3=CC=C(C=C3)Cl)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C,CBZ3-P-26C4123E07A707F1,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
XDONYKQHYQCNSU-LKGZUJRASA-N,JGLFJALOZUHXHP-UHFFFAOYSA-N,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)CNC3=CC=C(C=C3)Cl)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O)C,C1=C(C=C(C(=C1F)CC=O)F)[N+](=O)[O-],CBZ3-P-26C4123E07A707F1,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
DGSQAFVTBNBJAH-UHFFFAOYSA-N,VPUHJQDNBOTMSI-JTQLQIEISA-N,C1C=CC=CC1CC=O,CC(C)(C)OC(=O)N1CCCC[C@H]1CC=O,CBZ3-P-AA26A38273555919,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
VPUHJQDNBOTMSI-JTQLQIEISA-N,DGSQAFVTBNBJAH-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCCC[C@H]1CC=O,C1C=CC=CC1CC=O,CBZ3-P-AA26A38273555919,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
ACXNGPGGYRMSFG-UHFFFAOYSA-N,LWLKQWVUOALQCM-KCXRBIIJSA-N,C1=CC(=C(C(=C1)C(F)(F)F)Br)CCC=O,C1CC(=O)NC(=O)C1N2C(=O)C3=CC(=C(C=C3C2=O)F)N4C[C@@H]5[C@H](C4)C5C=O,CBZ3-P-32CA4204B4FF64BA,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
LWLKQWVUOALQCM-KCXRBIIJSA-N,ACXNGPGGYRMSFG-UHFFFAOYSA-N,C1CC(=O)NC(=O)C1N2C(=O)C3=CC(=C(C=C3C2=O)F)N4C[C@@H]5[C@H](C4)C5C=O,C1=CC(=C(C(=C1)C(F)(F)F)Br)CCC=O,CBZ3-P-32CA4204B4FF64BA,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
FKCDFZGOYGIBAZ-UHFFFAOYSA-N,UWQIKNJNZYFYIV-SJLPKXTDSA-N,C(C=O)C(C(F)(F)F)(C(F)(F)F)O,COC1=CC=C(C=C1)[C@@H]2[C@@H](CON2CC3=CC=CC=C3)C=O,CBZ3-P-F3A57C110DB00D0E,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
UWQIKNJNZYFYIV-SJLPKXTDSA-N,FKCDFZGOYGIBAZ-UHFFFAOYSA-N,COC1=CC=C(C=C1)[C@@H]2[C@@H](CON2CC3=CC=CC=C3)C=O,C(C=O)C(C(F)(F)F)(C(F)(F)F)O,CBZ3-P-F3A57C110DB00D0E,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
ODKSGXCXLZBCMT-UHFFFAOYSA-N,OSBBSJBXLUZIOD-MRXNPFEDSA-N,C1CC(C(C1)C=O)CF,CCOC(=O)NN(C(=O)OCC)[C@](C)(C=O)C1=CC=C(C=C1)OC,CBZ3-P-99FCD70459E661E4,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
OSBBSJBXLUZIOD-MRXNPFEDSA-N,ODKSGXCXLZBCMT-UHFFFAOYSA-N,CCOC(=O)NN(C(=O)OCC)[C@](C)(C=O)C1=CC=C(C=C1)OC,C1CC(C(C1)C=O)CF,CBZ3-P-99FCD70459E661E4,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
JVODXUKEMZCMBR-UHFFFAOYSA-N,YAVQSKPPGJXMIT-UHFFFAOYSA-N,CCOC1(CCC(CC1)(F)F)C=O,C1=C(NC=N1)CCCCC=O,CBZ3-P-58B0A6068006A554,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
YAVQSKPPGJXMIT-UHFFFAOYSA-N,JVODXUKEMZCMBR-UHFFFAOYSA-N,C1=C(NC=N1)CCCCC=O,CCOC1(CCC(CC1)(F)F)C=O,CBZ3-P-58B0A6068006A554,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
KAWGCQHANCLBCW-UHFFFAOYSA-N,UWMNKMWBCPUFEM-CQSZACIVSA-N,CC1=C(C(=C(C2=C1OC(CC2)(C)CCC=O)C)OCC3=CC=CC=C3)C,CN(C[C@@H](CC=O)C1=CC=C(C=C1)F)C(=O)C2=CC(=C(C=C2)Br)C(F)(F)F,CBZ3-P-0E536CBA25EAB084,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
UWMNKMWBCPUFEM-CQSZACIVSA-N,KAWGCQHANCLBCW-UHFFFAOYSA-N,CN(C[C@@H](CC=O)C1=CC=C(C=C1)F)C(=O)C2=CC(=C(C=C2)Br)C(F)(F)F,CC1=C(C(=C(C2=C1OC(CC2)(C)CCC=O)C)OCC3=CC=CC=C3)C,CBZ3-P-0E536CBA25EAB084,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
ONKFVSKUXBXJNM-UHFFFAOYSA-N,XTZCPAKFMDVELE-UHFFFAOYSA-N,CC(C)C1=NC(=CC(=N1)C(F)(F)F)C(=N)N(CCC=O)C(=O)O,CCN(CC1(CCCC(C1)C)C=O)C2=CC=CC=C2F,CBZ3-P-0D1933921BE2B01C,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
XTZCPAKFMDVELE-UHFFFAOYSA-N,ONKFVSKUXBXJNM-UHFFFAOYSA-N,CCN(CC1(CCCC(C1)C)C=O)C2=CC=CC=C2F,CC(C)C1=NC(=CC(=N1)C(F)(F)F)C(=N)N(CCC=O)C(=O)O,CBZ3-P-0D1933921BE2B01C,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
TWDYKUAKAFYZIO-UHFFFAOYSA-N,ZEXPTDMSJPZBIX-UHFFFAOYSA-N,C1CN(C(CN1)C=O)CC2=CC=C(C=C2)C(F)(F)F,C1=CC=C(C=C1)C2(NC3=CC=CC=C3S2)C=O,CBZ3-P-31ADB28F84F28C41,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
ZEXPTDMSJPZBIX-UHFFFAOYSA-N,TWDYKUAKAFYZIO-UHFFFAOYSA-N,C1=CC=C(C=C1)C2(NC3=CC=CC=C3S2)C=O,C1CN(C(CN1)C=O)CC2=CC=C(C=C2)C(F)(F)F,CBZ3-P-31ADB28F84F28C41,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
LNBGGQRNAOGHQC-PKEIRNPWSA-N,SBSSRCRHKOXCEV-SPRNKHAWSA-N,C[C@@H](C1=NC=C(N1)C2=CC=C(C=C2)C(F)(F)F)C(CC=O)N,CCCC/C=C/[C@@H]([C@@H](C)C=O)[Si](C)(C)C1=CC=CC=C1,CBZ3-P-816A77B93C3D9F74,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
SBSSRCRHKOXCEV-SPRNKHAWSA-N,LNBGGQRNAOGHQC-PKEIRNPWSA-N,CCCC/C=C/[C@@H]([C@@H](C)C=O)[Si](C)(C)C1=CC=CC=C1,C[C@@H](C1=NC=C(N1)C2=CC=C(C=C2)C(F)(F)F)C(CC=O)N,CBZ3-P-816A77B93C3D9F74,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
LJBZIBDNRSJMJC-UHFFFAOYSA-N,MPAWRMVXYLNOFZ-UHFFFAOYSA-N,C1CN(CCC1C=O)CC2=C(C(=CC=C2)F)Br,CNC1C(N(CO1)C(F)(F)F)C=O,CBZ3-P-D7D24277B3A60A64,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
MPAWRMVXYLNOFZ-UHFFFAOYSA-N,LJBZIBDNRSJMJC-UHFFFAOYSA-N,CNC1C(N(CO1)C(F)(F)F)C=O,C1CN(CCC1C=O)CC2=C(C(=CC=C2)F)Br,CBZ3-P-D7D24277B3A60A64,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
PATWULSQBOAKID-UHFFFAOYSA-N,VSBXJAYBKLJNNC-UHFFFAOYSA-N,CC(C)[Si](C(C)C)(C(C)C)OCC(C=O)(C1=CC=CC=C1)F,CC(=O)N1CCCC2=C1C(=CC=C2)OCC3=CC(=C(C=C3)CCC=O)F,CBZ3-P-ABC1A54F67C1286A,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
VSBXJAYBKLJNNC-UHFFFAOYSA-N,PATWULSQBOAKID-UHFFFAOYSA-N,CC(=O)N1CCCC2=C1C(=CC=C2)OCC3=CC(=C(C=C3)CCC=O)F,CC(C)[Si](C(C)C)(C(C)C)OCC(C=O)(C1=CC=CC=C1)F,CBZ3-P-ABC1A54F67C1286A,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
LXSAYHHNNBSFRW-XSPKLOCKSA-N,PSXIVNWDQHXEOY-GFCCVEGCSA-N,C[C@H]1[C@H](C[C@@H]([C@@H]1C(=O)OC)CC=O)O,CC(C)N1CCN([C@H](C1)C=O)C2=NC=C(C=C2)C(F)(F)F,CBZ3-P-7703B1B5190F8A3B,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
PSXIVNWDQHXEOY-GFCCVEGCSA-N,LXSAYHHNNBSFRW-XSPKLOCKSA-N,CC(C)N1CCN([C@H](C1)C=O)C2=NC=C(C=C2)C(F)(F)F,C[C@H]1[C@H](C[C@@H]([C@@H]1C(=O)OC)CC=O)O,CBZ3-P-7703B1B5190F8A3B,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
GZRLFRZSNPXHRP-UHFFFAOYSA-N,SATKYUNWZDBSPM-UHFFFAOYSA-N,CC(C)[Si](C(C)C)(C(C)C)OCC1=C(C=CC=C1F)CC=O,C1CSC2(S1)C(CSC(=N2)C3=CC=CC=C3)C=O,CBZ3-P-65804523A6913203,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
SATKYUNWZDBSPM-UHFFFAOYSA-N,GZRLFRZSNPXHRP-UHFFFAOYSA-N,C1CSC2(S1)C(CSC(=N2)C3=CC=CC=C3)C=O,CC(C)[Si](C(C)C)(C(C)C)OCC1=C(C=CC=C1F)CC=O,CBZ3-P-65804523A6913203,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
BSPFRPVIINBSCN-UHFFFAOYSA-N,IHXYPWWPYHVZIC-UHFFFAOYSA-N,C1=CC(=C(C=C1C=CCC=O)Br)F,C=CCN=C(N)N(C1CCN(CC1)C(CCC=O)C2=CC=C(C=C2)F)NC=O,CBZ3-P-6976A08937FA35A1,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
IHXYPWWPYHVZIC-UHFFFAOYSA-N,BSPFRPVIINBSCN-UHFFFAOYSA-N,C=CCN=C(N)N(C1CCN(CC1)C(CCC=O)C2=CC=C(C=C2)F)NC=O,C1=CC(=C(C=C1C=CCC=O)Br)F,CBZ3-P-6976A08937FA35A1,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
BPWFRQGSYOMEHU-UHFFFAOYSA-N,GEWSRILIIDWQPY-UHFFFAOYSA-N,C1C(N(C2=CC=CC=C2O1)S(=O)(=O)C3=CC=CC=C3C(F)(F)F)COCC=O,CC(=O)C1(CCC(CC1)(F)F)C=O,CBZ3-P-049B5DD7A4F55DD8,train,A_donor_B_acceptor,aliphatic__aliphatic,category_balanced
GEWSRILIIDWQPY-UHFFFAOYSA-N,BPWFRQGSYOMEHU-UHFFFAOYSA-N,CC(=O)C1(CCC(CC1)(F)F)C=O,C1C(N(C2=CC=CC=C2O1)S(=O)(=O)C3=CC=CC=C3C(F)(F)F)COCC=O,CBZ3-P-049B5DD7A4F55DD8,train,B_donor_A_acceptor,aliphatic__aliphatic,category_balanced
