id,donor_ikey,scaffold_split
28926,OOCLVMCVOWKECB-CIUDSAMLSA-N,train
104417,UBGRVJNEZFRSPR-UHFFFAOYSA-N,train
114357,JTGSEKUOEGOWIZ-UHFFFAOYSA-N,train
80233,MWNMMFAVAGOITF-UHFFFAOYSA-N,validation
8351,AMEQIIYEGPCAKB-UHFFFAOYSA-N,train
204859,YVDHZNIQWHUORH-UHFFFAOYSA-N,validation
170984,VQZGDCFFYZCFIO-JGVFFNPUSA-N,train
25866,GWURJYBXELKTOB-UHFFFAOYSA-N,train
114385,LMHBHRHNWGVLCL-UHFFFAOYSA-N,test
110437,RQGRXBBPEQHBQG-UHFFFAOYSA-N,train
19722,OOBHAUMZMMCVDK-JTQLQIEISA-N,train
136312,JBCAHKFMBVXQGN-UHFFFAOYSA-N,train
74383,LXHGPCKZTVIHMB-UHFFFAOYSA-N,train
25393,PCJYANABPUXRFV-LURJTMIESA-N,validation
198577,BSBYECHMVHTACX-UHFFFAOYSA-N,train
14896,RMHCJIQOFXULDL-SLPGGIOYSA-N,validation
65071,DFNRQUSPPGOANL-UHFFFAOYSA-N,validation
210486,AQALMCLGKLZTCH-UHFFFAOYSA-N,validation
197345,NFGGRALKWUBTNB-HZGVNTEJSA-N,validation
115591,BJJCGPSJBHPSQR-ZETCQYMHSA-N,test
200264,ANFQDDHZRDVUCY-UHFFFAOYSA-N,train
75290,WYDNEVWHQQNQLU-UHFFFAOYSA-N,test
49382,DXXFPIUBJOGVFV-ARQDHWQXSA-N,train
119450,OYABLKQMUYNUAV-FXQIFTODSA-N,train
211751,HMUYWBOJWOJXAR-UHFFFAOYSA-N,validation
102462,IMWOILOBZOWQDB-ZUMNNYEFSA-N,train
207473,ZMEPKIQHHHBKED-UHFFFAOYSA-N,test
8125,RKSXBPZEKYUCII-SREVYHEPSA-N,validation
18722,FCTABFHQROLCAP-UHFFFAOYSA-N,test
26442,BYJWRSBVRKMRDN-IOVATXLUSA-N,train
25202,LMHKDVPFDHNVFB-FNCVBFRFSA-N,test
119980,VNNYDCIVNDQRBV-YIZRAAEISA-N,validation
109879,XQRPEXINSCDAPK-UHFFFAOYSA-N,test
112125,PSLNNVPHIJQGRF-UHFFFAOYSA-N,train
25999,KIKRYQZJKPZBEB-UHFFFAOYSA-N,train
184537,OOTLEDMGFOMBAH-UHFFFAOYSA-N,train
209470,SUQMHZFUMOTCNF-HNQUOIGGSA-N,test
26391,FBJZYSHKIJNUSH-LMVFSUKVSA-N,test
21214,FYBXYFDZKYWNQA-UHFFFAOYSA-N,train
40580,AGKBQEXWFQAFNX-UHFFFAOYSA-N,train
216730,LULOHCPNRDDCNO-UHFFFAOYSA-N,validation
10547,LAQWORBIRNDHQO-UHFFFAOYSA-N,validation
30115,CNGHEIZVVBWYKX-UHFFFAOYSA-N,validation
73355,VYAQJQKRSZHCER-UHFFFAOYSA-N,train
191634,HYYORWYEFMQITK-UHFFFAOYSA-N,train
171008,OBQDPKVGPCABAD-UHFFFAOYSA-N,test
135929,DDJWMABOLFMLKI-UHFFFAOYSA-N,train
121722,GZCGUPFRVQAUEE-LTQQEKPISA-N,test
217675,CMAPKTMUFOTYAF-UHFFFAOYSA-N,validation
112939,ONRIKNNRMOMYDP-SCSAIBSYSA-N,test
215713,SBGUXKCMANRLIX-IVZWLZJFSA-N,validation
117878,JFRUSCPOUKIEAD-MROZADKFSA-N,test
111055,JKOBQFWGDCSYDS-ZETCQYMHSA-N,train
113273,AATLOXCVZWLOCG-UHFFFAOYSA-N,validation
96457,WIVCLLIBIBXYCO-UHFFFAOYSA-N,test
25182,KFUCJXXDPJSCEM-KZVJFYERSA-N,train
182334,DYXNRGBCXMGIOO-UHFFFAOYSA-N,train
219454,ZIVBFCKAZCKNIS-UHFFFAOYSA-N,train
125438,JBKQVZDNSWZLCR-UHFFFAOYSA-N,train
206491,XYUMQIAPTSGMAO-CRCLSJGQSA-N,train
217481,CVUZSEQCWJCFFC-UHFFFAOYSA-N,validation
211559,OCTIABZBQTVLGI-UHFFFAOYSA-N,train
112607,AORJROMNLRLCJD-UHFFFAOYSA-N,validation
14898,MHLLXJQXRRXAQH-SLPGGIOYSA-N,validation
212304,STTDPEOMLFRBJY-UHFFFAOYSA-N,test
64370,ABROQWRDOBTTTA-UHFFFAOYSA-N,train
117615,KOHWSMGALLNMQP-UHFFFAOYSA-N,train
217300,VMVDMLSZQJTGKX-UHFFFAOYSA-N,train
72462,LYNGTJPGUFZGJH-UHFFFAOYSA-N,train
219607,XKAHTFJISBCBPN-UHFFFAOYSA-N,test
216021,ONIWVBXSRXIGLQ-UHFFFAOYSA-N,train
214788,RNWXSPTYFSCJKJ-UHFFFAOYSA-N,train
25804,RZTYOGSWPVNYPL-UHFFFAOYSA-N,train
200083,HWDWUFXVHOPSQW-UHFFFAOYSA-N,validation
117049,HIEWVDNRUUZWKD-UHFFFAOYSA-N,test
219675,FMTXEMAIEKYOIS-UHFFFAOYSA-N,test
8142,LDQDYNHCLZNOFB-MDAAKZFYSA-N,test
151950,AVDCHNUANIJDDQ-UHFFFAOYSA-N,test
210719,ZZYMPFWRIJFDQP-UHFFFAOYSA-N,train
1579,USXHLNDEUDDSKZ-UHFFFAOYSA-N,validation
220074,ZFOWYWXIBKZUIF-AATRIKPKSA-N,train
215273,MPBITFKSUGIJHH-UHFFFAOYSA-N,test
117793,KYLUUQRTPMAHMN-JGWLITMVSA-N,train
118099,YYQDUDQRCFIVOU-UHFFFAOYSA-N,train
182886,PMJAQXKEIAGCFV-UHFFFAOYSA-N,test
62237,WRVZIOHGKPFGTF-YAOIVLIJSA-N,train
72344,PABLOPMZCFQFHB-MQWKRIRWSA-N,train
86385,OQMRJBIKSCWLAF-SLPGGIOYSA-N,validation
118983,XPECHUGIZXLEHZ-QYNIQEEDSA-N,validation
27472,HXPMOQYQMCGITO-BQBZGAKWSA-N,train
10359,CFABTXHHYMKPEQ-UHFFFAOYSA-N,train
118146,YHZQHUOBDYTWMQ-UHFFFAOYSA-N,train
125583,KXBCTKQMISLUQA-JLLWLGSASA-N,validation
112862,JGHJEFCOGMCQSO-UHFFFAOYSA-N,train
55435,GXEWBGFMRYWKHI-UHFFFAOYSA-N,train
836,IPTJZZUYNOWWHM-UHFFFAOYSA-N,validation
8671,WVHJBVPYIIBODU-UHFFFAOYSA-N,train
113567,YGEBHWBUFAIGMM-OORONAJNSA-N,validation
205943,LFBTVXFMAJQXJR-UHFFFAOYSA-N,test
14883,GZCGUPFRVQAUEE-OMMKOOBNSA-N,validation
110108,YPUOMRHHCINWCG-RRKGBCIJSA-N,train
132924,APMSSZUQJYLZMC-ONEGZZNKSA-N,validation
60608,HMMPDVFPJJJERI-UHFFFAOYSA-N,validation
27258,OPIPGUUYQOVAFW-NUNKFHFFSA-N,test
118131,RPQQOIUUGVTTGW-FBDQPXRJSA-N,train
123,WZYRMLAWNVOIEX-MOJAZDJTSA-N,train
64948,SVRLBJBQKAHAQC-UHFFFAOYSA-N,validation
22941,NEJZWIVQOAKZHY-UHFFFAOYSA-N,validation
200112,DPVHNIXDEVQWCP-UHFFFAOYSA-N,test
98132,QHQFAEYUDBISPM-UHFFFAOYSA-N,train
151316,IHHQGMMZEOWRNJ-UHFFFAOYSA-N,train
111470,ODTZXKXDJKTSAH-UHFFFAOYSA-N,train
24555,DOLNHLRELIKJNX-KHUVANEUSA-N,train
27249,GJPULNODFJEJRW-UHFFFAOYSA-N,test
213360,LNNMULCOMQAULG-UHFFFAOYSA-N,train
111054,ONRIKNNRMOMYDP-BYPYZUCNSA-N,validation
80393,SVJPMEOXLVRNCW-HRFVKAFMSA-N,train
87639,OESSIYLQTVKNKT-HTQZYQBOSA-N,test
212657,JZEGBMFAYJJWHT-MQWKRIRWSA-N,train
24185,MNACTMAWIQWKTQ-UHFFFAOYSA-N,train
73864,SYNCLLLJCLOEDC-UHFFFAOYSA-N,train
26240,LRGGYRKYIVEMJO-UHFFFAOYSA-N,train
184511,WPKQVDZGTFHHQU-UHFFFAOYSA-N,train
25453,MMXFRBUSRCGQCE-LMVFSUKVSA-N,test
22850,CIBFGOMHDWTDNS-UHFFFAOYSA-N,train
22494,PAEWZRSNJCSBEX-UHFFFAOYSA-N,train
25913,YLGCZMOAYIGIPX-BDAKNGLRSA-N,train
25262,OZZQRADTCITSML-YUMQZZPRSA-N,train
21721,PPQRONHOSHZGFQ-UOWFLXDJSA-N,test
3334,RMTFNDVZYPHUEF-JRTVQGFMSA-N,validation
54402,LSNASLNKABPJLR-VKHMYHEASA-N,train
62077,VTOBQLMWFAIQIX-KRHCVIHDSA-N,train
22073,CQSYGAZTCJHVFE-BYPYZUCNSA-N,validation
207172,BPYAVQLYYRZIAS-UHFFFAOYSA-N,test
15978,OWZVFWUNUFWSQB-UHFFFAOYSA-N,train
195745,FZHXIRIBWMQPQF-NQAPHZHOSA-N,validation
114161,ZERBAVAPQBRAGH-UHFFFAOYSA-N,validation
202913,GPYNCQLVGAZHKN-UHFFFAOYSA-N,test
23852,NWMXZVPFSSYQBI-UHFFFAOYSA-N,train
129324,COOPVYPQMRXUHU-UHFFFAOYSA-N,test
175518,RWQBGRYBYLGTGN-UHFFFAOYSA-N,train
119881,FVMAPYCYIFRXOT-WFZRNIEOSA-N,test
183213,WIKXJGSDFLDVFX-UHFFFAOYSA-N,test
10755,SVABGPAHHLRXFI-UHFFFAOYSA-N,train
219725,RWBPBFXKJKHLCF-UHFFFAOYSA-N,validation
184629,KVDJEPPXVXRCPS-UHFFFAOYSA-N,train
10381,QZIAFYMLFHEMJA-DTWKUNHWSA-N,train
1547,JNRATHVXQNNAQX-UHFFFAOYSA-N,train
210913,ZEZRPJIPNVBIEE-UHFFFAOYSA-N,train
124400,BLWVQHPYPJCRAJ-DOLQZWNJSA-N,train
215365,UFDNYDVSLDOLAM-UHFFFAOYSA-N,validation
132186,OATMYUUBJXKWQB-UHFFFAOYSA-N,train
115765,USRNOGCDDXISRZ-QMMMGPOBSA-N,validation
97556,DCUPPEGBYQCCQZ-UHFFFAOYSA-N,train
209687,BVXFGODSOMTIHN-UHFFFAOYSA-N,validation
25254,OMEZZGSQJVRIRR-ZXXMMSQZSA-N,test
16354,ROLXEZSIIQQWRL-UHFFFAOYSA-N,test
214854,ITIXLOCHNIWNKC-UHFFFAOYSA-N,test
24668,KOHYIAJWPLZGSD-UHFFFAOYSA-N,train
205942,YPWIEOQODKLSDO-UHFFFAOYSA-N,train
112377,IRVLEPINACTYDT-UHFFFAOYSA-N,train
215964,YMEMUGIYVQLSGX-UHFFFAOYSA-N,train
176637,GKRJFEYXJSUCRG-AIYRYJHASA-N,validation
24599,BCUVLMCXSDWQQC-DPYQTVNSSA-N,validation
29304,SNBWCDIAEFVYLF-UHFFFAOYSA-N,train
153956,FCECFFUMADPNCE-UHFFFAOYSA-N,train
25636,BORRXNIYEQRYCS-UHFFFAOYSA-N,train
183224,QDLYGSIXUVENJS-UHFFFAOYSA-N,train
118966,OTIVWTQFQXQFRI-CQOGJGKDSA-N,train
10146,SMUYZOMGNHBYHU-UHFFFAOYSA-N,validation
205847,MQSCFVGTYTZEMA-UHFFFAOYSA-N,train
26630,SEXCJXLXYYJEGO-MLWJPKLSSA-N,validation
6681,AMGFQCCAMAEROA-UHFFFAOYSA-N,test
96209,GGWRQVISXHYMLL-UHFFFAOYSA-N,validation
59087,GFZRJBAZNGHQIP-UHFFFAOYSA-N,train
101510,PXEPBBAJWKFZQL-UHFFFAOYSA-N,validation
117258,GROTWKLLWLZJCI-UHFFFAOYSA-N,test
101950,HYQVKQCSHGCDIL-SCSAIBSYSA-N,train
198663,DCMRDDMJFKYLFZ-UHFFFAOYSA-N,train
22786,LGJHJACPGFQYCA-UHFFFAOYSA-N,validation
183247,OMBSMOHDHUEAIC-UHFFFAOYSA-N,train
97185,IYPNKDFBUNCWLG-UHFFFAOYSA-N,train
201837,MBNRVIXXZDOPIA-UHFFFAOYSA-N,train
185774,HPLYNDDGCWIQPP-UHFFFAOYSA-N,test
23431,CEDROHPEERSDLS-UHFFFAOYSA-N,validation
15296,CZRYIXLKTDHMMY-IHBLQFBFSA-N,test
22398,GLZFKAYNZITDIA-SCSAIBSYSA-N,train
109512,UBOJKYMDYKUSLQ-UHFFFAOYSA-N,validation
121426,GYECUOUKPHENHP-JGVFFNPUSA-N,train
51533,MFTHFNOWZIMIIZ-PKPIPKONSA-N,test
35693,WCFFFEPEUHTPSS-UHFFFAOYSA-N,train
85370,JHMLVPIVVZIBJZ-UHFFFAOYSA-N,test
35751,XPSIVWGPYKWZDL-UHFFFAOYSA-N,validation
213305,VRENDBFGPKNYJF-UHFFFAOYSA-N,validation
210128,VEJDLUCORFTSKY-UHFFFAOYSA-N,train
198562,GHEHLAKTQJFKHN-UHFFFAOYSA-N,test
147332,PSNSEPFNESXBPN-UHFFFAOYSA-N,validation
20776,DLKXOIZSISFVNO-UHFFFAOYSA-N,train
203997,HYTPKOQITCEXLW-UHFFFAOYSA-N,train
151438,FGJYMHUMDJAJOI-UHFFFAOYSA-N,train
111900,VBFZQLAESWRWGL-NSHDSACASA-N,train
89721,AKMBAGNCSZFWPP-UHFFFAOYSA-N,train
216583,UBDIHRDOMPXEDD-VUWPPUDQSA-N,train
71195,WNBHXUCPSWAQGQ-KXUCPTDWSA-N,train
214236,IKZHCLDZOIFBHA-UHFFFAOYSA-N,train
218793,WIWGNWVNZKIYBI-PAQHSLSSSA-N,validation
68140,ZLNJTBJAARREGE-UHFFFAOYSA-N,test
54553,NPAZNFBMHOVMAC-UHFFFAOYSA-N,train
207958,XDAXRRCWLCBAEQ-UHFFFAOYSA-N,train
111626,CNXLAIIPRNSEEM-FNORWQNLSA-N,validation
209657,VRRVETKCDNFOPH-UHFFFAOYSA-N,test
21917,CWORKEUBPFOPPV-UHFFFAOYSA-N,validation
207133,HCECEPZPFBHRGB-UHFFFAOYSA-N,train
213033,TYVMZSWNEDFDKQ-UHFFFAOYSA-N,train
24201,MPQBLCRFUYGBHE-YTLHQDLWSA-N,train
204860,AIVGYHJNFHJJSP-UHFFFAOYSA-N,train
23541,PNNNRSAQSRJVSB-ZXXMMSQZSA-N,train
35768,DOVBXGDYENZJBJ-ONMPCKGSSA-N,train
113607,PVAHQKAVPKMXGV-UHFFFAOYSA-N,validation
26759,NEFPDSQOXGZBIU-YFKPBYRVSA-N,train
23752,MWVVYUVMPBNOKP-UHFFFAOYSA-N,train
208992,SEDJEVWLIHTRDF-UHFFFAOYSA-N,train
25208,LVRLWXWWPBPNLH-BDBGQCIPSA-N,test
25188,KTNRJTODXLKABI-UHFFFAOYSA-N,train
203929,GZCGUPFRVQAUEE-CEZCPVKQSA-N,validation
22991,VNOZVFQYVUIXKB-SFYZADRCSA-N,train
128215,HCMNSVQNXYYCPV-UHFFFAOYSA-N,validation
16023,QPULDJYQYDGZEI-UHFFFAOYSA-N,train
61278,DFAQKIAPTBHUMU-UHFFFAOYSA-N,train
3158,BASUVKNKERZYGZ-LURJTMIESA-N,train
108781,QEYQYTNODDKTJC-UHFFFAOYSA-N,test
115322,JHWWQYVOAYILNC-HTQZYQBOSA-N,train
112295,VPLTVHHZASQXDH-UHFFFAOYSA-N,train
24083,TYDOUWBZTWYIOY-UHFFFAOYSA-N,test
111826,LXHMZJDMPLYFKF-RKDXNWHRSA-N,train
19180,WFXFYNFGRSFUDQ-SCSAIBSYSA-N,test
27620,ASJSAQIRZKANQN-BRJRFNKRSA-N,test
181613,WBFMOYJQTOAVCO-UHFFFAOYSA-N,train
210093,GTGJLDSZUOHIEN-UHFFFAOYSA-N,train
201834,JODJKRHJDQCSNL-UHFFFAOYSA-N,validation
209185,FPSHSZCTDMOOCM-UHFFFAOYSA-N,train
103945,LQWXGZNXPDBHIE-UHFFFAOYSA-N,validation
88781,HPQJVKDOVJROGG-LURJTMIESA-N,train
17307,LOQNRQKPDZGEBZ-UHFFFAOYSA-N,test
133025,YIMATNRWPCRPAU-ZSAGQLGGSA-N,train
120423,VPMUPNHGZZUELS-WCBMZHEXSA-N,validation
216871,UGVVZFVORJSZDD-ROLXFIACSA-N,train
203422,COWXSOPBSILZLU-OUAUKWLOSA-N,validation
40428,JFPRDLVYIVMOLZ-UHFFFAOYSA-N,test
61455,NZGKPMGTSJTFRF-UHFFFAOYSA-N,train
2396,VHCWNORMONAZKG-UHFFFAOYSA-N,train
111975,XPCOBUUOIMCHER-RKDXNWHRSA-N,train
18783,SKAURTXNNPRADW-QXNPHUFVSA-N,train
99142,SSBGZIAEUZJPJQ-UHFFFAOYSA-N,train
137267,AVATURWOYKKWAQ-UHFFFAOYSA-N,train
162987,UTYREXKRUAWOTH-UHFFFAOYSA-N,train
15219,MDPNPJLHOMJJKR-UHFFFAOYSA-N,validation
32050,WKCCIGQNRRYJKN-ZCFIWIBFSA-N,test
214604,RZNMWHQHRVASOL-UHFFFAOYSA-N,validation
122528,UDIXMYVLUGYVJX-UHFFFAOYSA-N,train
51537,QCYLJMRABTVCLX-UHFFFAOYSA-N,validation
146742,GNVFOCKNBXYDLV-UHFFFAOYSA-N,train
154807,JZIIBGZAZREMBL-UHFFFAOYSA-N,train
200079,MWUMCBLYLOUAPN-UHFFFAOYSA-N,train
203921,UZFFFFWQKMPLAC-UHFFFAOYSA-N,train
111113,VFGWJIQTAFPNQZ-VGMNWLOBSA-N,validation
104175,FXAMNVGNEUEHGD-UHFFFAOYSA-N,train
211292,CGIAAJDEOYJOIN-UHFFFAOYSA-N,validation
112719,IETNPMSAFICMPL-UHFFFAOYSA-N,train
9116,UEMZWSAUWIPEOF-UHFFFAOYSA-N,validation
200426,DSSYYHMUQSQPHC-GFCCVEGCSA-N,test
33848,ROPVFIIARWCNCH-UHFFFAOYSA-N,train
4798,QGUDMPDYXLMJNK-ONEGZZNKSA-N,train
122,AKMSQWLDTSOVME-UHFFFAOYSA-N,test
23073,JJYUTVUHNPIWGF-UHFFFAOYSA-N,test
24129,NSODYQVYACVLRV-WDCZJNDASA-N,train
15089,AJSDVNKVGFVAQU-BIIVOSGPSA-N,test
211553,UALIMNAGTUSPFS-UHFFFAOYSA-N,test
25032,ARNWTRLDHMOFDC-UHFFFAOYSA-N,validation
15244,LOODZAPIPITKBN-BZNPZCIMSA-N,test
209787,QDYXOFCROOIFCI-UHFFFAOYSA-N,validation
80317,PTNSUOYJUPWZCY-HZLVTQRSSA-N,test
211095,FCMJIEGUBORHIQ-UHFFFAOYSA-N,train
185162,ORFVMHYTDYAEAB-UHFFFAOYSA-N,validation
88084,OAOJFMFQLODQKV-UHFFFAOYSA-N,train
2516,RTNPCOBSXBGDMO-ONEGZZNKSA-N,test
211824,AQOQYTFELCNGJH-UHFFFAOYSA-N,train
49523,RFRDNRGFGLPBEU-UHFFFAOYSA-N,test
112129,GOVWEZNPUNFOSA-UHFFFAOYSA-N,validation
20879,LWFZPWAJAGCRSF-UHFFFAOYSA-N,test
183235,YCWOFDGBOQZXKD-UHFFFAOYSA-N,train
206783,YPCWFMYMKSRCAZ-UHNVWZDZSA-N,train
24198,NGULQTOJUIQGLA-PXBUCIJWSA-N,test
202269,IEBMZZNGFLTCLI-UHFFFAOYSA-N,validation
79752,IHUWSGCDNSWFQB-UHFFFAOYSA-N,train
75609,WMTYJIJJKSUKBI-UHFFFAOYSA-N,train
27254,ALDHKHARLCXCNE-UHFFFAOYSA-N,test
115264,HAIGSNHRJAADFJ-BYPYZUCNSA-N,train
23535,ITRWKPWUXCSBTI-UHFFFAOYSA-N,test
24193,DILVWDXOASDRPN-MROZADKFSA-N,train
151273,VVLAIMNXFOLUJN-UHFFFAOYSA-N,validation
22909,WIPMHAQXXYPIPT-UHFFFAOYSA-N,train
27131,ROMXQDFZRBZKDE-UHFFFAOYSA-N,validation
68687,JPTXEDABURMVDX-UHFFFAOYSA-N,validation
185487,BPHUPSVEOBARHS-UHFFFAOYSA-N,train
181892,KWJTWDFFSYCYKO-UHFFFAOYSA-N,train
96612,JIFIJTWZDUHBDY-NTSWFWBYSA-N,train
216240,IXWOTAZOPHQTDN-UHFFFAOYSA-N,test
22518,DRXLCGVCVCESDH-UHFFFAOYSA-N,train
19181,QPOOAPRTIDEHSP-GUBZILKMSA-N,train
113923,KUGPLLHXUHTBEC-ZOQUXTDFSA-N,validation
40140,LHUDPAOIKLUXPW-UHFFFAOYSA-N,validation
120452,AZHUBPXBTLEGPA-NPPUSCPJSA-N,train
11289,NOJDZTJKRLSDSN-BQBZGAKWSA-N,train
2519,FXPPNKAYSGWCQG-UHFFFAOYSA-N,test
111793,YNGPCVCOLBRRLO-RQOWECAXSA-N,train
101952,VOLPWKURMQNIAY-UHFFFAOYSA-N,train
48343,LEDNNQLILFAUJZ-SXULZNNNSA-N,validation
64786,STRBHTIFXPWIII-UHFFFAOYSA-N,test
214793,ZJJCCQAPHJFYDO-UHFFFAOYSA-N,test
198578,FBCWCFINBMETSS-UHFFFAOYSA-N,train
15001,YGEHCIVVZVBCLE-VBEOFISCSA-N,train
10356,OQKCIWIPJRDGHN-UHFFFAOYSA-N,validation
21684,NXWHHNCPYCRSQO-UHFFFAOYSA-N,train
25097,DQCQHGUGMBVDEC-IXROVEORSA-N,validation
215808,MRBAUPOOSPMGOY-UHFFFAOYSA-N,validation
213725,PPUXREHKLHFYTE-WTKPLQERSA-N,test
46330,LONGPULIJPUFEH-STHAYSLISA-N,test
220443,WMLUENPSTNBYBH-UHFFFAOYSA-N,test
4675,ZMDDOWQHSDJXDW-GSVOUGTGSA-N,test
78452,TZHZCTAQVNCTQX-UHFFFAOYSA-N,train
27263,YPIGSKCPWPZYBZ-UHFFFAOYSA-N,train
94596,MBFQSMQCHYFLNV-UHFFFAOYSA-N,train
4797,HBBONAOKVLYWBI-MDZDMXLPSA-N,validation
57830,RXPJMHTVNMLTTG-UHFFFAOYSA-N,validation
592,IAJILQKETJEXLJ-MBMOQRBOSA-N,validation
3853,RSBUTZZRCGSLFK-UDIARPCQSA-N,train
105714,GROSKJFRVNHDKX-UHFFFAOYSA-N,train
138330,YPZQHCLBLRWNMJ-AEJSXWLSSA-N,train
75203,RQQWWYRZJSBVHY-UHFFFAOYSA-N,train
2033,AAJVCQPQGWUYMD-QMMMGPOBSA-N,train
48898,HSOYEMGPUBTRAW-DPYQTVNSSA-N,test
186454,KKDZERXKIVKAHB-UHFFFAOYSA-N,train
21729,IAJILQKETJEXLJ-FCAWWPLPSA-N,train
137218,BUNIGNPNOYHPKS-UHFFFAOYSA-N,train
40506,JIFIJTWZDUHBDY-UHFFFAOYSA-N,train
89052,XDZJAPZIFRFTPJ-WPZUCAASSA-N,train
121330,RHDUNYDUMNELKQ-GHMZBOCLSA-N,train
19012,FUAVSDQKXSFRBB-WPGHDDCOSA-N,test
110461,AYRMONLXEGSXOJ-IUCAKERBSA-N,validation
51372,XUNDBMNIZWQQRS-UHFFFAOYSA-N,train
117324,BYKIWRGJYTULDG-UHFFFAOYSA-N,train
219721,JUEZKARWXNYGFK-UHFFFAOYSA-N,validation
128501,QLLULCYASNRIOR-FGEFZZPRSA-N,train
11293,HIPQXNTZSDKPRC-UHFFFAOYSA-N,train
102174,QOTUPUIZZSTPMS-UHFFFAOYSA-N,validation
213255,DKEIANFMJQKFCX-ZCFIWIBFSA-N,train
4785,DHBWTBZYMOTKID-UHFFFAOYSA-N,train
2588,HXPMOQYQMCGITO-UHFFFAOYSA-N,test
114190,NDWPAXBKBLMDPF-UHFFFAOYSA-N,train
136722,JSRTTZJECXZGRM-UHFFFAOYSA-N,train
18998,KICDPLXBZKSLNF-NXEZZACHSA-N,train
217560,SJBYNYUWGGOGDW-UHFFFAOYSA-N,test
101885,GIFXQMDKTGOYSF-UHFFFAOYSA-N,train
26831,DCWISEAQJAUTHX-LURJTMIESA-N,train
83105,YLFWQTPTIVXUOZ-UHFFFAOYSA-N,train
8343,ZMMOYIXZGHJMNI-UHFFFAOYSA-N,train
118193,JUIKQENEVRCYPG-UHFFFAOYSA-N,train
961,MXYKXSMSECVABY-BQYQJAHWSA-N,train
123904,QHHAGLFUHJJQPP-DNEDZOLUSA-N,train
110898,AWPVGBFOOGPNMZ-IUCAKERBSA-N,train
24151,JRKCEWUWTPANMB-UHFFFAOYSA-N,validation
8437,YJWJGLQYQJGEEP-ZCFIWIBFSA-N,train
117391,WUXNYWBBSRKZIK-UHFFFAOYSA-N,train
125124,QXMROMUXNHJWJI-UHFFFAOYSA-N,train
108861,YTFPYCDWKXNYJF-UHFFFAOYSA-N,test
118138,QEMMIRMKEYWCML-UHFFFAOYSA-N,train
70305,DFVVOGBAAHHJPL-DTWKUNHWSA-N,train
19265,DLKVHFJZTKTFRS-GMSGAONNSA-N,test
22338,BZZBJWKYGKZPOE-ZCFIWIBFSA-N,test
114989,ZVRMEGFSLNKLID-UHFFFAOYSA-N,validation
113900,BZGPQDWVUKZZAK-CVPUBMOQSA-N,train
18344,ZZKJRUTXPYKBRX-UHFFFAOYSA-N,train
83873,KCIROBMAHNQJJO-FPLPWBNLSA-N,validation
24305,FFMKEAGARDWQIZ-UHFFFAOYSA-N,test
109368,RPMMPLNEIMVSMJ-UHFFFAOYSA-N,train
23865,WFYDZVCKTKIJBK-UHFFFAOYSA-N,train
19172,VIGPEKUIVIPDAG-UHFFFAOYSA-N,train
23982,HVJLFYKKFFDNGZ-UHFFFAOYSA-N,test
5486,DWXKSCKBUSAOKS-UHFFFAOYSA-N,test
3389,LSAQVYAXNBXMMR-UHFFFAOYSA-N,validation
200181,KROAAULHVDDKML-UHFFFAOYSA-N,validation
114783,MQVTUCDDCPZJKL-UHFFFAOYSA-N,train
96871,PXTBOKDFDYXNLO-UHFFFAOYSA-N,validation
15276,DZWXRSVRVOEJGO-UHFFFAOYSA-N,train
22306,ZNSHJLNTTCEYQP-UHFFFAOYSA-N,train
277,NCBDFIPMWRKPDU-UHFFFAOYSA-N,train
15182,QLHMHPBDSYKXRI-VKHMYHEASA-N,test
202414,VHWGANRNJCEEDU-BZNPZCIMSA-N,train
171076,QSRGAHQDGULVLG-IUCAKERBSA-N,train
117317,KJFBYEHDSADUFB-DHJWIAQBSA-N,test
117297,FOEXHEVNPRRHDY-KCDKBNATSA-N,test
34897,GOQPCYHJBIRRFJ-VANKVMQKSA-N,test
217505,JGRCXUWZIJNLPL-UHFFFAOYSA-N,train
26932,GAQIYLJYNATPTH-UHFFFAOYSA-N,validation
118615,APBZOBVABCGNCN-UHFFFAOYSA-N,test
26304,UHQWZYIFNIRSEW-KCDKBNATSA-N,test
78760,KXCOORARALSSQO-UHFFFAOYSA-N,train
22837,SJAZTKTZNASTDD-UHFFFAOYSA-N,train
93890,XIRWIKMTANWHFP-UHFFFAOYSA-N,train
211256,OIPMLYHGBADVSS-UHFFFAOYSA-N,validation
101853,BVRYGGNOCLLKAW-BRJRFNKRSA-N,train
26926,QSOITQCDPQCFGQ-UHFFFAOYSA-N,train
64844,IBGZJYZMFFXBOA-UHFFFAOYSA-N,train
111139,JJBVOCKZZSLZTE-UHFFFAOYSA-N,train
154800,NMYFJAWTMMQQDA-UHFFFAOYSA-N,train
201522,XEEUSQXWFDKIPX-KATARQTJSA-N,validation
152515,IXDHUXXZEOTHBE-UHFFFAOYSA-N,train
23227,VUGUYUYUUSEBQP-UHFFFAOYSA-N,test
116180,BBEFZAGFTGDUQN-LLVKDONJSA-N,test
146163,NVPMMKJZICRBAY-UHFFFAOYSA-N,train
218705,WKPJSUJQHDGXLN-UHFFFAOYSA-N,test
216314,OCKLDMXNAWIJHV-UHFFFAOYSA-N,train
202388,YHUVKYUBQBPAOA-GQCTYLIASA-N,validation
210810,BMDJWGFLOJFTRW-UHFFFAOYSA-N,train
82682,MHLGPUDOCPWXPF-LMVFSUKVSA-N,validation
