id,xyz_file,error
ZGNCHBYVQHKLQO-CZFGXCISSA-N__AAURBKJLMIEESN-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_ZGNCHBYVQHKLQO-CZFGXCISSA-N__AAURBKJLMIEESN-UHFFFAOYSA-N.xyz,
WFAFLEFLUMNSPS-UHFFFAOYSA-N__XJJCXWQRAKFORD-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_WFAFLEFLUMNSPS-UHFFFAOYSA-N__XJJCXWQRAKFORD-UHFFFAOYSA-N.xyz,
AAURBKJLMIEESN-UHFFFAOYSA-N__ZGNCHBYVQHKLQO-CZFGXCISSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_AAURBKJLMIEESN-UHFFFAOYSA-N__ZGNCHBYVQHKLQO-CZFGXCISSA-N.xyz,
XJJCXWQRAKFORD-UHFFFAOYSA-N__WFAFLEFLUMNSPS-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_XJJCXWQRAKFORD-UHFFFAOYSA-N__WFAFLEFLUMNSPS-UHFFFAOYSA-N.xyz,
KJESHYZKNNVJCA-ONEGZZNKSA-N__HWGHMDWEDIPVGC-SIYBWXAISA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_KJESHYZKNNVJCA-ONEGZZNKSA-N__HWGHMDWEDIPVGC-SIYBWXAISA-N.xyz,
HWGHMDWEDIPVGC-SIYBWXAISA-N__KJESHYZKNNVJCA-ONEGZZNKSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_HWGHMDWEDIPVGC-SIYBWXAISA-N__KJESHYZKNNVJCA-ONEGZZNKSA-N.xyz,
IOFLBCCZMCMTJO-QHCPKHFHSA-N__QNNZFQQBGDNWQV-VDGNBWHHSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_IOFLBCCZMCMTJO-QHCPKHFHSA-N__QNNZFQQBGDNWQV-VDGNBWHHSA-N.xyz,
QNNZFQQBGDNWQV-VDGNBWHHSA-N__IOFLBCCZMCMTJO-QHCPKHFHSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_QNNZFQQBGDNWQV-VDGNBWHHSA-N__IOFLBCCZMCMTJO-QHCPKHFHSA-N.xyz,
YTLXUBYQDRLWPF-PLNGDYQASA-N__PBXVKXOINRWKQM-STZFKDTASA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_YTLXUBYQDRLWPF-PLNGDYQASA-N__PBXVKXOINRWKQM-STZFKDTASA-N.xyz,
PBXVKXOINRWKQM-STZFKDTASA-N__YTLXUBYQDRLWPF-PLNGDYQASA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_PBXVKXOINRWKQM-STZFKDTASA-N__YTLXUBYQDRLWPF-PLNGDYQASA-N.xyz,
KVQCRAUYBOSVGL-UHFFFAOYSA-N__YEWKYTNHFPESFT-RAWMCFOBSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_KVQCRAUYBOSVGL-UHFFFAOYSA-N__YEWKYTNHFPESFT-RAWMCFOBSA-N.xyz,
YEWKYTNHFPESFT-RAWMCFOBSA-N__KVQCRAUYBOSVGL-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_YEWKYTNHFPESFT-RAWMCFOBSA-N__KVQCRAUYBOSVGL-UHFFFAOYSA-N.xyz,
GIEADKTXJGDWNU-UHFFFAOYSA-N__UCJPAFFAEUIPHG-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_GIEADKTXJGDWNU-UHFFFAOYSA-N__UCJPAFFAEUIPHG-UHFFFAOYSA-N.xyz,
UCJPAFFAEUIPHG-UHFFFAOYSA-N__GIEADKTXJGDWNU-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_UCJPAFFAEUIPHG-UHFFFAOYSA-N__GIEADKTXJGDWNU-UHFFFAOYSA-N.xyz,
HHHSYUVZVRQQGI-CWQZNGJJSA-N__FGBVZNWWPHMIJL-AATRIKPKSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_HHHSYUVZVRQQGI-CWQZNGJJSA-N__FGBVZNWWPHMIJL-AATRIKPKSA-N.xyz,
FGBVZNWWPHMIJL-AATRIKPKSA-N__HHHSYUVZVRQQGI-CWQZNGJJSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_FGBVZNWWPHMIJL-AATRIKPKSA-N__HHHSYUVZVRQQGI-CWQZNGJJSA-N.xyz,
UZBLDLKIJWHYQF-OAPZVAQESA-N__UOYXCWSPBUWMJV-HLKLPANWSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_UZBLDLKIJWHYQF-OAPZVAQESA-N__UOYXCWSPBUWMJV-HLKLPANWSA-N.xyz,
IHMIALFDIVOQEN-FICMROCWSA-N__QQZGKRADAAPEFI-MBGZROKYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_IHMIALFDIVOQEN-FICMROCWSA-N__QQZGKRADAAPEFI-MBGZROKYSA-N.xyz,
UOYXCWSPBUWMJV-HLKLPANWSA-N__UZBLDLKIJWHYQF-OAPZVAQESA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_UOYXCWSPBUWMJV-HLKLPANWSA-N__UZBLDLKIJWHYQF-OAPZVAQESA-N.xyz,
QQZGKRADAAPEFI-MBGZROKYSA-N__IHMIALFDIVOQEN-FICMROCWSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_QQZGKRADAAPEFI-MBGZROKYSA-N__IHMIALFDIVOQEN-FICMROCWSA-N.xyz,
FIEJDPGEWUAGLK-UHFFFAOYSA-N__MPPLONKVFLDUQJ-IIIMJFFVSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_FIEJDPGEWUAGLK-UHFFFAOYSA-N__MPPLONKVFLDUQJ-IIIMJFFVSA-N.xyz,
MPPLONKVFLDUQJ-IIIMJFFVSA-N__FIEJDPGEWUAGLK-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_MPPLONKVFLDUQJ-IIIMJFFVSA-N__FIEJDPGEWUAGLK-UHFFFAOYSA-N.xyz,
MFWWMGIYQKDADU-UHFFFAOYSA-N__PTPRRIRZXZFVLT-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_MFWWMGIYQKDADU-UHFFFAOYSA-N__PTPRRIRZXZFVLT-UHFFFAOYSA-N.xyz,
PTPRRIRZXZFVLT-UHFFFAOYSA-N__MFWWMGIYQKDADU-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_PTPRRIRZXZFVLT-UHFFFAOYSA-N__MFWWMGIYQKDADU-UHFFFAOYSA-N.xyz,
RDBHFUIGCKZOMM-UHFFFAOYSA-N__WMHUTDNQFLHURE-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_RDBHFUIGCKZOMM-UHFFFAOYSA-N__WMHUTDNQFLHURE-UHFFFAOYSA-N.xyz,
WMHUTDNQFLHURE-UHFFFAOYSA-N__RDBHFUIGCKZOMM-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_WMHUTDNQFLHURE-UHFFFAOYSA-N__RDBHFUIGCKZOMM-UHFFFAOYSA-N.xyz,
PBBISWMMBXAYNP-UHFFFAOYSA-N__HEWKRXBEFZRQOD-DCIOMXRHSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_PBBISWMMBXAYNP-UHFFFAOYSA-N__HEWKRXBEFZRQOD-DCIOMXRHSA-N.xyz,
HEWKRXBEFZRQOD-DCIOMXRHSA-N__PBBISWMMBXAYNP-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_HEWKRXBEFZRQOD-DCIOMXRHSA-N__PBBISWMMBXAYNP-UHFFFAOYSA-N.xyz,
DEBUYKQLBQZJHZ-UHFFFAOYSA-N__WKRDHDGPLZSRRG-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_DEBUYKQLBQZJHZ-UHFFFAOYSA-N__WKRDHDGPLZSRRG-UHFFFAOYSA-N.xyz,
WKRDHDGPLZSRRG-UHFFFAOYSA-N__DEBUYKQLBQZJHZ-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_WKRDHDGPLZSRRG-UHFFFAOYSA-N__DEBUYKQLBQZJHZ-UHFFFAOYSA-N.xyz,
NSMCAMLRIVACSR-XLQDAESGSA-N__ILMHTUXEUGIWEK-AXHNFQJDSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_NSMCAMLRIVACSR-XLQDAESGSA-N__ILMHTUXEUGIWEK-AXHNFQJDSA-N.xyz,
ILMHTUXEUGIWEK-AXHNFQJDSA-N__NSMCAMLRIVACSR-XLQDAESGSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_ILMHTUXEUGIWEK-AXHNFQJDSA-N__NSMCAMLRIVACSR-XLQDAESGSA-N.xyz,
KSFPJPOJRDNIBQ-QFIPXVFZSA-N__BTHZZUWASCSYNY-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_KSFPJPOJRDNIBQ-QFIPXVFZSA-N__BTHZZUWASCSYNY-UHFFFAOYSA-N.xyz,
BTHZZUWASCSYNY-UHFFFAOYSA-N__KSFPJPOJRDNIBQ-QFIPXVFZSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_BTHZZUWASCSYNY-UHFFFAOYSA-N__KSFPJPOJRDNIBQ-QFIPXVFZSA-N.xyz,
YOPUKWFAKDVHED-BYUUTECOSA-N__VVYOQJGKGBEIDG-SPRNKHAWSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_YOPUKWFAKDVHED-BYUUTECOSA-N__VVYOQJGKGBEIDG-SPRNKHAWSA-N.xyz,
VVYOQJGKGBEIDG-SPRNKHAWSA-N__YOPUKWFAKDVHED-BYUUTECOSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0021/xyz_prod/prod_VVYOQJGKGBEIDG-SPRNKHAWSA-N__YOPUKWFAKDVHED-BYUUTECOSA-N.xyz,
GMBOJSOBSILDFR-UHFFFAOYSA-N__WGUYYROXUXKWLB-NTEUORMPSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_GMBOJSOBSILDFR-UHFFFAOYSA-N__WGUYYROXUXKWLB-NTEUORMPSA-N.xyz,
YXLIFRMTKBWEQE-UHFFFAOYSA-N__QFUFLVLIJFDNNG-FXBPXSCXSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_YXLIFRMTKBWEQE-UHFFFAOYSA-N__QFUFLVLIJFDNNG-FXBPXSCXSA-N.xyz,
QFUFLVLIJFDNNG-FXBPXSCXSA-N__YXLIFRMTKBWEQE-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_QFUFLVLIJFDNNG-FXBPXSCXSA-N__YXLIFRMTKBWEQE-UHFFFAOYSA-N.xyz,
WGUYYROXUXKWLB-NTEUORMPSA-N__GMBOJSOBSILDFR-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_WGUYYROXUXKWLB-NTEUORMPSA-N__GMBOJSOBSILDFR-UHFFFAOYSA-N.xyz,
MYYLKOYECMERIA-GDLYZYCNSA-N__GYGCFINCMXTCIL-GHXNOFRVSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_MYYLKOYECMERIA-GDLYZYCNSA-N__GYGCFINCMXTCIL-GHXNOFRVSA-N.xyz,
DLZZIKVJNKUFQG-UHFFFAOYSA-N__JKYNBWMXPRBUKD-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_DLZZIKVJNKUFQG-UHFFFAOYSA-N__JKYNBWMXPRBUKD-UHFFFAOYSA-N.xyz,
GYGCFINCMXTCIL-GHXNOFRVSA-N__MYYLKOYECMERIA-GDLYZYCNSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_GYGCFINCMXTCIL-GHXNOFRVSA-N__MYYLKOYECMERIA-GDLYZYCNSA-N.xyz,
JKYNBWMXPRBUKD-UHFFFAOYSA-N__DLZZIKVJNKUFQG-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_JKYNBWMXPRBUKD-UHFFFAOYSA-N__DLZZIKVJNKUFQG-UHFFFAOYSA-N.xyz,
ZPQDKIXQMXUTIQ-UHFFFAOYSA-N__SGWBZOIZZYDRAC-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_ZPQDKIXQMXUTIQ-UHFFFAOYSA-N__SGWBZOIZZYDRAC-UHFFFAOYSA-N.xyz,
SGWBZOIZZYDRAC-UHFFFAOYSA-N__ZPQDKIXQMXUTIQ-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_SGWBZOIZZYDRAC-UHFFFAOYSA-N__ZPQDKIXQMXUTIQ-UHFFFAOYSA-N.xyz,
LAZRPXNOSGQDDS-UHFFFAOYSA-N__HQZNJQUGTQCBNQ-GOSISDBHSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_LAZRPXNOSGQDDS-UHFFFAOYSA-N__HQZNJQUGTQCBNQ-GOSISDBHSA-N.xyz,
HQZNJQUGTQCBNQ-GOSISDBHSA-N__LAZRPXNOSGQDDS-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_HQZNJQUGTQCBNQ-GOSISDBHSA-N__LAZRPXNOSGQDDS-UHFFFAOYSA-N.xyz,
ZZLROEZPBKWYIL-UHFFFAOYSA-N__GDMZDFSLJSKWLF-FLOOPIEZSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_ZZLROEZPBKWYIL-UHFFFAOYSA-N__GDMZDFSLJSKWLF-FLOOPIEZSA-N.xyz,
GDMZDFSLJSKWLF-FLOOPIEZSA-N__ZZLROEZPBKWYIL-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_GDMZDFSLJSKWLF-FLOOPIEZSA-N__ZZLROEZPBKWYIL-UHFFFAOYSA-N.xyz,
MFTXIWJAKACWDM-UHFFFAOYSA-N__GUDOZZIXOQDSFE-KZUDCZAMSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_MFTXIWJAKACWDM-UHFFFAOYSA-N__GUDOZZIXOQDSFE-KZUDCZAMSA-N.xyz,
GUDOZZIXOQDSFE-KZUDCZAMSA-N__MFTXIWJAKACWDM-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_GUDOZZIXOQDSFE-KZUDCZAMSA-N__MFTXIWJAKACWDM-UHFFFAOYSA-N.xyz,
QWKTZIDRAPHMCH-UHFFFAOYSA-N__FVQYHIYFHAVCLA-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_QWKTZIDRAPHMCH-UHFFFAOYSA-N__FVQYHIYFHAVCLA-UHFFFAOYSA-N.xyz,
FVQYHIYFHAVCLA-UHFFFAOYSA-N__QWKTZIDRAPHMCH-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_FVQYHIYFHAVCLA-UHFFFAOYSA-N__QWKTZIDRAPHMCH-UHFFFAOYSA-N.xyz,
FAWMWUIOVGHDBC-UHFFFAOYSA-N__WGLDHPMXZFNTBG-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_FAWMWUIOVGHDBC-UHFFFAOYSA-N__WGLDHPMXZFNTBG-UHFFFAOYSA-N.xyz,
WGLDHPMXZFNTBG-UHFFFAOYSA-N__FAWMWUIOVGHDBC-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_WGLDHPMXZFNTBG-UHFFFAOYSA-N__FAWMWUIOVGHDBC-UHFFFAOYSA-N.xyz,
PEDDHMVJBPLVAK-UHFFFAOYSA-N__NIOXVRCNKNYDNN-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_PEDDHMVJBPLVAK-UHFFFAOYSA-N__NIOXVRCNKNYDNN-UHFFFAOYSA-N.xyz,
NIOXVRCNKNYDNN-UHFFFAOYSA-N__PEDDHMVJBPLVAK-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_NIOXVRCNKNYDNN-UHFFFAOYSA-N__PEDDHMVJBPLVAK-UHFFFAOYSA-N.xyz,
BEOOPBKFWNXDDW-JFIBYHEFSA-N__ZVOWRBMOGOLTMV-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_BEOOPBKFWNXDDW-JFIBYHEFSA-N__ZVOWRBMOGOLTMV-UHFFFAOYSA-N.xyz,
ZVOWRBMOGOLTMV-UHFFFAOYSA-N__BEOOPBKFWNXDDW-JFIBYHEFSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_ZVOWRBMOGOLTMV-UHFFFAOYSA-N__BEOOPBKFWNXDDW-JFIBYHEFSA-N.xyz,
CIPKYAVPUZHJDL-UHFFFAOYSA-N__CQEXBAVDLGLMSR-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_CIPKYAVPUZHJDL-UHFFFAOYSA-N__CQEXBAVDLGLMSR-UHFFFAOYSA-N.xyz,
CQEXBAVDLGLMSR-UHFFFAOYSA-N__CIPKYAVPUZHJDL-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_CQEXBAVDLGLMSR-UHFFFAOYSA-N__CIPKYAVPUZHJDL-UHFFFAOYSA-N.xyz,
XZXFGBGVVAGMDY-VDHWJZKRSA-N__GVEXSPLQOBFUPX-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_XZXFGBGVVAGMDY-VDHWJZKRSA-N__GVEXSPLQOBFUPX-UHFFFAOYSA-N.xyz,
GVEXSPLQOBFUPX-UHFFFAOYSA-N__XZXFGBGVVAGMDY-VDHWJZKRSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_GVEXSPLQOBFUPX-UHFFFAOYSA-N__XZXFGBGVVAGMDY-VDHWJZKRSA-N.xyz,
GUJODAGMWBJOJY-UHFFFAOYSA-N__CIAPVUUTWMPNJH-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_GUJODAGMWBJOJY-UHFFFAOYSA-N__CIAPVUUTWMPNJH-UHFFFAOYSA-N.xyz,
CIAPVUUTWMPNJH-UHFFFAOYSA-N__GUJODAGMWBJOJY-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_CIAPVUUTWMPNJH-UHFFFAOYSA-N__GUJODAGMWBJOJY-UHFFFAOYSA-N.xyz,
QKHCBGOAWDACTB-CZYKHXBRSA-N__GFJWBINRLOVWMP-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_QKHCBGOAWDACTB-CZYKHXBRSA-N__GFJWBINRLOVWMP-UHFFFAOYSA-N.xyz,
GFJWBINRLOVWMP-UHFFFAOYSA-N__QKHCBGOAWDACTB-CZYKHXBRSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_GFJWBINRLOVWMP-UHFFFAOYSA-N__QKHCBGOAWDACTB-CZYKHXBRSA-N.xyz,
QQRVXERPSXZBIF-UHFFFAOYSA-N__ZXTPDKSUMWOFCA-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_QQRVXERPSXZBIF-UHFFFAOYSA-N__ZXTPDKSUMWOFCA-UHFFFAOYSA-N.xyz,
JERQKJRGNCNVDS-UHFFFAOYSA-N__SGGBMBZZNKFDFM-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_JERQKJRGNCNVDS-UHFFFAOYSA-N__SGGBMBZZNKFDFM-UHFFFAOYSA-N.xyz,
ZXTPDKSUMWOFCA-UHFFFAOYSA-N__QQRVXERPSXZBIF-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_ZXTPDKSUMWOFCA-UHFFFAOYSA-N__QQRVXERPSXZBIF-UHFFFAOYSA-N.xyz,
SGGBMBZZNKFDFM-UHFFFAOYSA-N__JERQKJRGNCNVDS-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_SGGBMBZZNKFDFM-UHFFFAOYSA-N__JERQKJRGNCNVDS-UHFFFAOYSA-N.xyz,
QVALMFJGJJDPMH-LOLIZKTESA-N__OZFNVSPVNHSBSM-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_QVALMFJGJJDPMH-LOLIZKTESA-N__OZFNVSPVNHSBSM-UHFFFAOYSA-N.xyz,
LPBRGPIHGSNTEA-AJPHNGIPSA-N__VXPMUVHYLQVXBN-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_LPBRGPIHGSNTEA-AJPHNGIPSA-N__VXPMUVHYLQVXBN-UHFFFAOYSA-N.xyz,
VXPMUVHYLQVXBN-UHFFFAOYSA-N__LPBRGPIHGSNTEA-AJPHNGIPSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_VXPMUVHYLQVXBN-UHFFFAOYSA-N__LPBRGPIHGSNTEA-AJPHNGIPSA-N.xyz,
OZFNVSPVNHSBSM-UHFFFAOYSA-N__QVALMFJGJJDPMH-LOLIZKTESA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_OZFNVSPVNHSBSM-UHFFFAOYSA-N__QVALMFJGJJDPMH-LOLIZKTESA-N.xyz,
QRSPGCXYQQZJTG-WRDVKNCISA-N__GWIURZUSHJIUNA-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_QRSPGCXYQQZJTG-WRDVKNCISA-N__GWIURZUSHJIUNA-UHFFFAOYSA-N.xyz,
GWIURZUSHJIUNA-UHFFFAOYSA-N__QRSPGCXYQQZJTG-WRDVKNCISA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_GWIURZUSHJIUNA-UHFFFAOYSA-N__QRSPGCXYQQZJTG-WRDVKNCISA-N.xyz,
ZRZNQXAGFQZVGC-UHFFFAOYSA-N__MYEPMFFTEGGJIX-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_ZRZNQXAGFQZVGC-UHFFFAOYSA-N__MYEPMFFTEGGJIX-UHFFFAOYSA-N.xyz,
MYEPMFFTEGGJIX-UHFFFAOYSA-N__ZRZNQXAGFQZVGC-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round2/chunk_0022/xyz_prod/prod_MYEPMFFTEGGJIX-UHFFFAOYSA-N__ZRZNQXAGFQZVGC-UHFFFAOYSA-N.xyz,
